Time,Condition,Row,Column,Sorted status,In Regions,Gate,TOF,Extinction,Green
T0,Low -,B,2,1,01011,R4,2625,3118,2012
T0,Low -,B,2,1,01011,R4,2056,3156,1711
T0,Low -,B,2,1,01011,R4,2473,2638,1527
T0,Low -,B,2,1,01011,R4,2273,3219,2319
T0,Low -,B,2,1,01011,R4,2023,2423,2028
T0,Low -,B,2,1,01011,R4,2235,3045,2756
T0,Low -,B,2,1,01011,R4,1723,2224,2027
T0,Low -,B,2,1,01011,R4,2476,3513,1390
T0,Low -,B,2,1,01011,R4,2303,3168,2413
T0,Low -,B,2,1,01011,R4,1696,1862,1880
T0,Low -,B,2,1,01011,R4,2069,2912,1387
T0,Low -,B,2,1,01011,R4,1737,2055,1327
T0,Low -,B,2,1,01011,R4,2682,3300,1399
T0,Low -,B,2,1,01011,R4,1991,2602,1230
T0,Low -,B,2,1,01011,R4,1839,2327,1464
T0,Low -,B,2,1,01011,R4,1736,2176,2948
T0,Low -,B,2,1,01011,R4,2522,3054,1629
T0,Low -,B,2,1,01011,R4,2149,2567,2682
T0,Low -,B,2,1,01011,R4,1704,2541,1208
T0,Low -,B,2,1,01011,R4,2187,2951,2480
T0,Low -,B,2,1,01011,R4,1882,2742,2364
T0,Low -,B,2,1,01011,R4,2051,2830,2505
T0,Low -,B,2,1,01011,R4,2473,3047,2988
T0,Low -,B,2,1,01011,R4,2201,2664,1436
T0,Low -,B,2,1,01011,R4,2327,3178,2098
T0,Low -,B,2,1,01011,R4,1821,2333,1609
T0,Low -,B,2,1,01011,R4,1740,2145,2323
T0,Low -,B,2,1,01011,R4,1733,1733,1272
T0,Low -,B,2,1,01011,R4,1936,2330,2409
T0,Low -,B,2,1,01011,R4,2228,2615,3178
T0,Low -,B,2,1,01011,R4,2215,2434,1002
T0,Low -,B,2,1,01011,R4,2068,2348,3327
T0,Low -,B,2,1,01011,R4,1963,2310,2157
T0,Low -,B,2,1,01011,R4,1899,2538,1630
T0,Low -,B,2,1,01011,R4,1933,2366,1329
T0,Low -,B,2,1,01011,R4,2319,2956,3425
T0,Low -,B,2,1,01011,R4,2038,2852,1297
T0,Low -,B,2,1,01011,R4,2199,2651,2187
T0,Low -,B,2,1,01011,R4,1906,2884,2813
T0,Low -,B,2,1,01011,R4,1451,2142,2294
T0,Low -,B,2,1,01011,R4,1708,2494,3310
T0,Low -,B,2,1,01011,R4,2076,2926,3331
T0,Low -,B,2,1,01011,R4,1961,1733,2722
T0,Low -,B,2,1,01011,R4,1641,2049,1463
T0,Low -,B,2,1,01011,R4,2108,2503,2847
T0,Low -,B,2,1,01011,R4,2129,2745,1867
T0,Low -,B,2,1,01011,R4,1610,2362,2437
T0,Low -,B,2,1,01011,R4,1833,2066,1080
T0,Low -,B,2,1,01011,R4,2045,2440,3114
T0,Low -,B,2,1,01011,R4,2094,2566,1236
T0,Low -,B,2,1,01011,R4,2349,2769,1881
T0,Low -,B,2,1,01011,R4,2173,1706,2402
T0,Low -,B,2,1,01011,R4,1270,1996,964
T0,Low -,B,2,1,01011,R4,2068,2251,2790
T0,Low -,B,2,1,01011,R4,1626,2391,2933
T0,Low -,B,2,1,01011,R4,2111,2758,1273
T0,Low -,B,2,1,01011,R4,2008,2662,1274
T0,Low -,B,2,1,01011,R4,1674,2156,1362
T0,Low -,B,2,1,01011,R4,2361,2757,1054
T0,Low -,B,2,1,01011,R4,1974,2281,1035
T0,Low -,B,2,1,01011,R4,2091,2750,2891
T0,Low -,B,2,1,01011,R4,1871,2613,3067
T0,Low -,B,2,1,01011,R4,2621,3306,1695
T0,Low -,B,2,1,01011,R4,1977,2439,1060
T0,Low -,B,2,1,01011,R4,2505,3085,2815
T0,Low -,B,2,1,01011,R4,1644,1722,2478
T0,Low -,B,2,1,01011,R4,2220,2279,2427
T0,Low -,B,2,1,01011,R4,2382,3507,1547
T0,Low -,B,2,1,01011,R4,1734,2528,2358
T0,Low -,B,2,1,01011,R4,2191,2423,2826
T0,Low -,B,2,1,01011,R4,1707,1403,2438
T0,Low -,B,2,1,01011,R4,1528,1814,1686
T0,Low -,B,2,1,01011,R4,1523,1488,2130
T0,Low -,B,2,1,01011,R4,2471,2768,1698
T0,Low -,B,2,1,01011,R4,2300,3366,3106
T0,Low -,B,2,1,01011,R4,1746,2571,1331
T0,Low -,B,2,6,10011,R5,2455,3013,282
T0,Low -,B,2,6,10011,R5,2078,2266,153
T0,Low -,B,2,6,10011,R5,1314,2348,410
T0,Low -,B,2,6,10011,R5,2039,2882,341
T0,Low -,B,2,6,10011,R5,2401,2822,378
T0,Low -,B,2,6,10011,R5,1875,2619,453
T0,Low -,B,2,6,10011,R5,2419,3293,173
T0,Low -,B,2,13,10011,R5,1863,2690,389
T0,Low -,B,2,6,10111,R5,2813,3525,64.7
T0,Low -,B,2,6,10011,R5,1635,2483,306
T0,Low -,B,2,6,10011,R5,1995,2764,301
T0,Low -,B,2,6,10011,R5,2549,3323,310
T0,Low -,B,2,6,10011,R5,1930,2612,380
T0,Low -,B,2,9,10011,R5,1862,2614,515
T0,Low -,B,2,6,10011,R5,2263,3030,207
T0,Low -,B,2,6,10011,R5,2025,2502,382
T0,Low -,B,2,6,10111,R5,1359,1549,51.4
T0,Low -,B,2,6,10011,R5,1596,2524,337
T0,Low -,B,2,6,10011,R5,2363,3141,414
T0,Low -,B,2,6,10011,R5,1839,2542,320
T0,Low -,B,2,6,10011,R5,2071,2646,324
T0,Low -,B,2,6,10011,R5,2395,2876,225
T0,Low -,B,2,13,10011,R5,2116,2558,178
T0,Low -,B,2,9,10011,R5,2273,2957,386
T0,Low -,B,2,6,10011,R5,2170,2810,449
T0,Low -,B,2,6,10011,R5,2577,2942,496
T0,Low -,B,2,10,10011,R5,1985,2499,550
T0,Low -,B,2,6,10011,R5,2190,2955,321
T0,Low -,B,2,6,10111,R5,2118,2374,119
T0,Low -,B,2,6,10011,R5,2224,2639,500
T0,Low -,B,2,6,10011,R5,2413,3270,531
T0,Low -,B,2,6,10011,R5,2062,2087,384
T0,Low -,B,2,6,10011,R5,2075,2919,396
T0,Low -,B,2,9,10011,R5,2395,3313,503
T0,Low -,B,2,6,10111,R5,1454,1649,43.6
T0,Low -,B,2,6,10011,R5,1975,2732,340
T0,Low -,B,2,6,10011,R5,2515,2718,283
T0,Low -,B,2,6,10011,R5,2351,3089,577
T0,Low -,B,2,10,10011,R5,1290,1447,214
T0,Low -,B,2,6,10011,R5,1931,2334,488
T0,Low -,B,2,6,10011,R5,2568,3431,513
T0,Low -,B,2,6,10011,R5,2049,2810,533
T0,Low -,B,2,6,10011,R5,2056,2616,376
T0,Low -,B,2,6,10011,R5,2169,2912,267
T0,Low -,B,2,6,10011,R5,2164,3045,352
T0,Low -,B,2,13,10011,R5,1455,2197,377
T0,Low -,B,2,6,10011,R5,2482,3088,602
T0,Low -,B,2,6,10011,R5,1895,2182,151
T0,Low -,B,2,6,10011,R5,1453,2145,308
T0,Low -,B,2,6,10011,R5,2317,2724,418
T0,Low -,B,2,6,10011,R5,2204,2675,452
T0,Low -,B,2,6,10111,R5,1989,2715,109
T0,Low -,B,2,9,10011,R5,2333,2791,382
T0,Low -,B,2,6,10111,R5,2030,1987,73.2
T0,Low -,B,2,6,10011,R5,2468,2754,375
T0,Low -,B,2,6,10011,R5,1853,2238,425
T0,High +,C,1,1,00011,R2,2071,2376,845
T0,High +,C,1,1,00011,R2,2098,2313,653
T0,High +,C,1,1,00011,R2,2588,3074,922
T0,High +,C,1,1,00011,R2,1863,2364,545
T0,High +,C,1,1,00011,R2,1722,2376,594
T0,High +,C,1,1,00011,R2,1552,2033,507
T0,High +,C,1,1,00011,R2,1839,2539,685
T0,High +,C,1,1,00011,R2,2435,2168,805
T0,High +,C,1,1,00011,R2,1837,1767,596
T0,High +,C,1,1,00011,R2,2151,3049,753
T0,High +,C,1,1,00011,R2,2404,3240,915
T0,High +,C,1,1,00011,R2,1909,2383,729
T0,High +,C,1,1,00011,R2,1485,2188,640
T0,High +,C,1,1,00011,R2,1985,2385,912
T0,High +,C,1,1,00011,R2,2223,3032,827
T0,High +,C,1,1,00011,R2,1576,2065,529
T0,High +,C,1,1,00011,R2,2127,2616,646
T0,High +,C,1,1,00011,R2,1386,2424,525
T0,High +,C,1,1,00011,R2,2161,2597,969
T0,High +,C,1,1,00011,R2,2022,2772,592
T0,High +,C,1,1,00011,R2,1399,1702,617
T0,High +,C,1,1,00011,R2,2489,3868,781
T0,High +,C,1,1,00011,R2,1830,2445,579
T0,High +,C,1,1,00011,R2,1459,2089,607
T0,High +,C,1,1,00011,R2,2021,2533,772
T0,High +,C,1,1,00011,R2,2110,2401,726
T0,High +,C,1,1,00011,R2,2112,2680,560
T0,High +,C,1,1,00011,R2,1870,2981,580
T0,High +,C,1,1,00011,R2,2258,2792,849
T0,High +,C,1,1,00011,R2,1812,2485,900
T0,High +,C,1,1,00011,R2,2450,3427,721
T0,High +,C,1,1,00011,R2,1960,2798,699
T0,High +,C,1,1,00011,R2,1659,2228,685
T0,High +,C,1,1,00011,R2,2273,2594,956
T0,High +,C,1,1,00011,R2,2206,2900,687
T0,High +,C,1,1,00011,R2,1304,2111,615
T0,High +,C,1,1,00011,R2,2200,2860,880
T0,High +,C,1,1,00011,R2,1925,2248,702
T0,High +,C,1,1,00011,R2,1988,2805,845
T0,High +,C,1,1,00011,R2,2079,2752,845
T0,High +,C,1,1,00011,R2,1629,2139,794
T0,High +,C,1,1,00011,R2,1919,2114,837
T0,High +,C,1,6,01011,R4,2009,1954,2963
T0,High +,C,1,6,01011,R4,1518,2256,874
T0,High +,C,1,6,01011,R4,2256,3160,3276
T0,High +,C,1,6,01011,R4,1861,2396,2457
T0,High +,C,1,6,01011,R4,2230,2539,1743
T0,High +,C,1,10,01011,R4,1890,2534,1352
T0,High +,C,1,9,01011,R4,2007,2219,1703
T0,High +,C,1,9,01011,R4,1573,2380,1484
T0,High +,C,1,6,01011,R4,2094,2401,3030
T0,High +,C,1,6,01011,R4,2217,3011,1015
T0,High +,C,1,13,01011,R4,1408,1946,1970
T0,High +,C,1,6,01011,R4,1913,2640,2874
T0,High +,C,1,10,01011,R4,1958,2416,3175
T0,High +,C,1,6,01011,R4,2342,2538,1558
T0,High +,C,1,6,01011,R4,2159,2984,1198
T0,High +,C,1,6,01011,R4,2455,3003,1784
T0,High +,C,1,6,01011,R4,1736,2393,1550
T0,High +,C,1,6,01011,R4,2301,2606,2145
T0,High +,C,1,6,01011,R4,2472,2644,1834
T0,High +,C,1,6,01011,R4,1508,1981,1105
T0,High +,C,1,6,01011,R4,2119,2546,1628
T0,High +,C,1,6,01011,R4,2824,3801,1284
T0,High +,C,1,6,01011,R4,1953,2686,1436
T0,High +,C,1,6,01011,R4,2726,3862,2918
T0,High +,C,1,6,01011,R4,2155,2693,3484
T0,High +,C,1,6,01011,R4,2402,2911,1419
T0,High +,C,1,6,01011,R4,2213,2448,1674
T0,High +,C,1,6,01011,R4,2002,2378,3251
T0,High +,C,1,6,01011,R4,2110,2309,1977
T0,High +,C,1,9,01011,R4,1685,2434,1482
T0,High +,C,1,6,01011,R4,2055,2428,961
T0,High +,C,1,6,01011,R4,2043,2878,1517
T0,High +,C,1,6,01011,R4,1881,2468,2933
T0,High +,C,1,9,01011,R4,2303,3308,1585
T0,High +,C,1,6,01011,R4,2600,3378,1782
T0,High +,C,1,6,01011,R4,1804,2688,3195
T0,High +,C,1,6,01011,R4,1578,2284,863
T0,High +,C,1,6,01011,R4,1902,2593,2788
T0,High +,C,1,6,01011,R4,1878,2453,1349
T0,High +,C,1,6,01011,R4,1768,2450,3121
T0,High +,C,1,9,01011,R4,1674,1764,915
T0,High +,C,1,6,01011,R4,1475,2332,2614
T0,High +,C,1,6,01011,R4,1760,2510,3106
T0,High +,C,1,6,01011,R4,1755,2714,1731
T0,High +,C,1,6,01011,R4,1865,2206,1443
T0,High +,C,1,6,01011,R4,2250,3027,1129
T0,High +,C,1,9,01011,R4,2495,2779,4129
T0,High +,C,1,6,01011,R4,1944,2374,1325
T0,High +,C,1,10,01011,R4,1921,2488,1902
T0,High +,C,1,9,01011,R4,2078,2682,1257
T0,High +,C,1,10,01011,R4,1487,2083,1464
T0,High +,C,1,6,01011,R4,2156,2360,2808
T0,High +,C,1,6,01011,R4,2029,2363,2220
T0,High +,C,1,6,01011,R4,2057,2944,3699
T0,High +,C,1,6,01011,R4,2567,2819,1067
T0,High +,C,1,6,01011,R4,1975,2605,3653
T0,High +,C,1,6,01011,R4,1373,1409,842
T0,High +,C,1,6,01011,R4,1756,2486,1359
T0,High +,C,1,6,01011,R4,2349,2286,1561
T0,High +,C,1,6,01011,R4,1876,2255,1081
T0,High +,C,1,6,01011,R4,2217,2599,1934
T0,High +,C,1,0,01011,R4,1874,2197,1033
T0,High +,C,1,0,10011,R5,2109,2933,216
T0,High +,C,1,0,10011,R5,1954,2742,224
T0,High +,C,1,1,10011,R5,1627,1909,505
T0,High +,C,1,1,10011,R5,2022,1792,507
T0,High +,C,1,1,10011,R5,2389,2742,370
T0,High +,C,1,1,10011,R5,2098,2594,392
T0,High +,C,1,1,10011,R5,1902,2072,270
T0,High +,C,1,1,10011,R5,1967,2657,151
T0,High +,C,1,1,10011,R5,2269,3008,372
T0,High +,C,1,1,10011,R5,2278,2611,454
T0,High +,C,1,1,10011,R5,1404,1486,249
T0,High +,C,1,1,10011,R5,2155,2152,570
T0,High +,C,1,1,10011,R5,1505,2349,328
T0,High +,C,1,1,10111,R5,2699,2381,72.3
T0,High +,C,1,1,10011,R5,1809,2424,428
T0,High +,C,1,1,10011,R5,1823,2403,453
T0,High +,C,1,1,10011,R5,1519,1987,391
T0,High +,C,1,1,10011,R5,2248,2701,540
T0,High +,C,1,16,10011,R5,2255,2728,242
T0,High +,C,1,1,10011,R5,2371,2642,404
T0,High +,C,1,1,10011,R5,1963,2833,444
T0,High +,C,1,1,10011,R5,1701,1913,505
T0,High +,C,1,1,10011,R5,2547,2930,527
T0,High +,C,1,1,10111,R5,2135,2123,73.8
T0,High +,C,1,1,10011,R5,1987,2026,459
T0,High +,C,1,1,10011,R5,2078,2556,512
T0,High +,C,1,1,10011,R5,1780,2544,333
T0,High +,C,1,1,10011,R5,2306,3139,219
T0,High +,C,1,1,10011,R5,1645,2127,336
T0,High +,C,1,1,10011,R5,1907,2628,286
T0,High +,C,1,1,10011,R5,2330,2986,374
T0,High +,C,1,1,10011,R5,1851,2130,281
T0,High +,C,1,1,10011,R5,2360,3094,499
T0,High +,C,1,1,10111,R5,2094,2567,68.9
T0,High +,C,1,1,10011,R5,1800,2556,156
T0,High +,C,1,1,10011,R5,2578,2844,289
T0,High +,C,1,1,10011,R5,1936,2540,459
T0,High +,C,1,1,10011,R5,2051,2288,300
T0,High +,C,1,1,10011,R5,2600,3101,431
T0,High +,C,1,1,10011,R5,2301,2312,298
T0,High +,C,1,1,10011,R5,2373,2524,221
T0,High +,C,1,1,10011,R5,2558,2687,435
T0,High +,C,1,1,10011,R5,1525,2409,401
T0,High +,C,1,1,10011,R5,1673,2490,209
T0,High +,C,1,1,10111,R5,1953,2362,60.1
T0,High +,C,1,1,10011,R5,2138,2354,304
T0,High +,C,1,1,10011,R5,2358,2971,491
T0,High +,C,1,1,10011,R5,2289,2778,502
T0,High +,C,1,1,10011,R5,2222,2707,191
T0,High +,C,1,1,10011,R5,2310,3475,580
T0,High +,C,1,1,10011,R5,2125,2463,452
T0,High +,C,1,1,10011,R5,1426,1759,133
T0,High +,C,1,1,10011,R5,2055,2388,404
T0,High +,C,1,1,10011,R5,1557,2296,138
T0,High +,C,1,1,10111,R5,1460,1301,55.4
T0,High +,C,1,1,10011,R5,2210,2854,323
T0,High +,C,1,1,10011,R5,1312,1932,52.1
T0,High +,C,1,1,10011,R5,1904,1952,280
T0,High +,C,1,1,10011,R5,1984,3235,400
T0,High +,C,1,1,10011,R5,1882,2498,154
T0,High +,C,1,1,10011,R5,2128,3002,417
T0,High +,C,1,1,10011,R5,2286,2508,402
T0,High +,C,1,1,10011,R5,2004,2372,364
T0,High +,C,1,1,10011,R5,1674,2581,188
T0,High +,C,1,1,10011,R5,1979,2859,469
T0,High +,C,1,1,10011,R5,2367,2596,226
T0,High +,C,1,1,10011,R5,1364,2179,253
T0,High +,C,1,1,10011,R5,1705,1827,184
T0,High -,C,2,1,00011,R2,1755,2032,515
T0,High -,C,2,1,00011,R2,1268,1997,498
T0,High -,C,2,1,00011,R2,2131,2616,938
T0,High -,C,2,1,00011,R2,1911,2277,616
T0,High -,C,2,1,00011,R2,2364,2811,952
T0,High -,C,2,1,00011,R2,2032,2227,729
T0,High -,C,2,1,00011,R2,1793,2144,611
T0,High -,C,2,1,00011,R2,1598,2349,615
T0,High -,C,2,1,00011,R2,2472,2583,684
T0,High -,C,2,1,00011,R2,1952,2172,590
T0,High -,C,2,1,00011,R2,2433,2939,654
T0,High -,C,2,1,00011,R2,1829,2844,602
T0,High -,C,2,1,00011,R2,2234,2954,814
T0,High -,C,2,1,00011,R2,1283,1844,53.5
T0,High -,C,2,1,00011,R2,2166,2877,797
T0,High -,C,2,1,00011,R2,2237,3044,749
T0,High -,C,2,1,00011,R2,2052,2233,569
T0,High -,C,2,1,00011,R2,1979,2629,810
T0,High -,C,2,1,00011,R2,1656,2095,643
T0,High -,C,2,1,00011,R2,1222,1953,1359
T0,High -,C,2,1,00011,R2,2012,2382,876
T0,High -,C,2,1,00011,R2,2020,2548,555
T0,High -,C,2,1,00011,R2,2189,2947,631
T0,High -,C,2,1,00011,R2,1467,1598,823
T0,High -,C,2,1,00011,R2,2197,2985,771
T0,High -,C,2,1,00011,R2,2133,2402,576
T0,High -,C,2,1,00011,R2,2370,3188,691
T0,High -,C,2,1,00011,R2,1892,2490,564
T0,High -,C,2,1,00111,R3,2092,2449,48.8
T0,High -,C,2,6,01011,R4,2276,2804,3455
T0,High -,C,2,6,01011,R4,2057,2178,2428
T0,High -,C,2,6,01011,R4,1800,2341,1401
T0,High -,C,2,6,01011,R4,1926,2451,915
T0,High -,C,2,6,01011,R4,1703,2650,2257
T0,High -,C,2,10,01011,R4,2248,2113,3946
T0,High -,C,2,6,01011,R4,2088,2587,1966
T0,High -,C,2,10,01011,R4,2248,3148,1827
T0,High -,C,2,6,01011,R4,2103,2489,2115
T0,High -,C,2,6,01011,R4,2041,2240,2277
T0,High -,C,2,6,01011,R4,1807,2419,1849
T0,High -,C,2,6,01011,R4,2131,2849,1947
T0,High -,C,2,6,01011,R4,1867,2595,2719
T0,High -,C,2,6,01011,R4,1934,2153,1498
T0,High -,C,2,6,01011,R4,2036,2645,3278
T0,High -,C,2,6,01011,R4,2055,1404,2964
T0,High -,C,2,6,01011,R4,1393,2070,1155
T0,High -,C,2,6,01011,R4,2130,2733,1204
T0,High -,C,2,6,01011,R4,2655,3548,1214
T0,High -,C,2,9,01011,R4,1841,2368,3196
T0,High -,C,2,6,01011,R4,2219,3128,3188
T0,High -,C,2,6,01011,R4,1888,2594,3120
T0,High -,C,2,6,01011,R4,1793,2614,3191
T0,High -,C,2,6,01011,R4,2223,2503,3217
T0,High -,C,2,6,01011,R4,2385,3554,1426
T0,High -,C,2,6,01011,R4,2137,3078,1129
T0,High -,C,2,9,01011,R4,2014,2719,1070
T0,High -,C,2,6,01011,R4,1902,2297,2540
T0,High -,C,2,6,01011,R4,2141,2581,1038
T0,High -,C,2,6,01011,R4,1587,2344,948
T0,High -,C,2,6,01011,R4,1774,1922,2045
T0,High -,C,2,6,01011,R4,1849,2375,1433
T0,High -,C,2,6,01011,R4,1626,2519,919
T0,High -,C,2,6,01011,R4,1581,2637,2029
T0,High -,C,2,6,01011,R4,1516,2366,2034
T0,High -,C,2,6,01011,R4,2103,2302,1610
T0,High -,C,2,6,01011,R4,1860,1933,2307
T0,High -,C,2,6,01011,R4,1956,2270,1477
T0,High -,C,2,6,01011,R4,1534,1998,2357
T0,High -,C,2,6,01011,R4,1741,2610,937
T0,High -,C,2,6,01011,R4,2404,2961,1405
T0,High -,C,2,6,01011,R4,2017,2711,1103
T0,High -,C,2,6,01011,R4,2583,3461,1362
T0,High -,C,2,6,01011,R4,2220,2846,2082
T0,High -,C,2,23,01011,R4,2000,2819,1789
T0,High -,C,2,6,01011,R4,2721,3880,1096
T0,High -,C,2,6,01011,R4,1897,2412,2254
T0,High -,C,2,6,01011,R4,2390,2603,1442
T0,High -,C,2,6,01011,R4,2019,2817,2311
T0,High -,C,2,9,01011,R4,2138,2789,1217
T0,High -,C,2,6,01011,R4,2397,3469,1215
T0,High -,C,2,9,01011,R4,1929,2378,1195
T0,High -,C,2,6,01011,R4,1919,2609,1373
T0,High -,C,2,6,01011,R4,1401,2460,1253
T0,High -,C,2,6,01011,R4,2211,2655,1038
T0,High -,C,2,6,01011,R4,1750,2073,899
T0,High -,C,2,6,01011,R4,2216,2944,1427
T0,High -,C,2,1,10011,R5,1678,2372,257
T0,High -,C,2,1,10011,R5,2450,2311,262
T0,High -,C,2,1,10011,R5,2490,3337,549
T0,High -,C,2,1,10011,R5,2155,2842,194
T0,High -,C,2,1,10011,R5,1813,2508,506
T0,High -,C,2,1,10011,R5,2179,2664,354
T0,High -,C,2,1,10011,R5,1649,2011,327
T0,High -,C,2,1,10011,R5,1595,2421,364
T0,High -,C,2,1,10111,R5,1417,2077,96.1
T0,High -,C,2,1,10011,R5,2422,3306,364
T0,High -,C,2,1,10011,R5,2001,2489,363
T0,High -,C,2,1,10011,R5,1540,2187,366
T0,High -,C,2,1,10011,R5,2390,2736,534
T0,High -,C,2,1,10011,R5,2243,2633,480
T0,High -,C,2,1,10011,R5,2322,2734,187
T0,High -,C,2,1,10011,R5,1746,1726,155
T0,High -,C,2,1,10011,R5,1702,2006,497
T0,High -,C,2,1,10011,R5,1643,2303,446
T0,High -,C,2,1,10011,R5,2054,3147,467
T0,High -,C,2,1,10011,R5,1800,2723,195
T0,High -,C,2,1,10011,R5,1831,2611,334
T0,High -,C,2,1,10011,R5,2044,2913,473
T0,High -,C,2,1,10011,R5,1832,2804,446
T0,High -,C,2,1,10111,R5,2170,2281,105
T0,High -,C,2,1,10011,R5,2378,2589,563
T0,High -,C,2,1,10111,R5,1813,2021,75.4
T0,High -,C,2,1,10011,R5,1558,2067,450
T0,High -,C,2,1,10011,R5,1871,3085,374
T0,High -,C,2,1,10111,R5,1931,2299,110
T0,High -,C,2,1,10011,R5,2054,2910,453
T0,High -,C,2,1,10011,R5,2204,3014,532
T0,High -,C,2,1,10011,R5,2255,2976,313
T0,High -,C,2,1,10011,R5,1831,2231,474
T0,High -,C,2,1,10111,R5,2215,2632,57.7
T0,High -,C,2,1,10011,R5,2295,3208,437
T0,High -,C,2,1,10011,R5,1427,1699,381
T0,High -,C,2,1,10011,R5,2067,2384,299
T0,High -,C,2,1,10011,R5,2282,2911,276
T0,High -,C,2,1,10011,R5,2426,3012,374
T0,High -,C,2,1,10011,R5,2014,1763,187
T0,High -,C,2,1,10011,R5,2496,2999,412
T0,High -,C,2,1,10011,R5,1888,3014,474
T0,High -,C,2,1,10011,R5,1373,2124,123
T0,Low +,D,1,1,00011,R2,2744,3769,737
T0,Low +,D,1,1,00011,R2,2194,2801,809
T0,Low +,D,1,1,00011,R2,2407,3029,983
T0,Low +,D,1,1,00011,R2,2144,2793,757
T0,Low +,D,1,1,00011,R2,2166,2925,812
T0,Low +,D,1,1,00011,R2,2321,3065,730
T0,Low +,D,1,1,00011,R2,2084,2779,790
T0,Low +,D,1,1,00011,R2,1502,2134,746
T0,Low +,D,1,1,00011,R2,1507,2572,697
T0,Low +,D,1,1,00011,R2,2240,2664,924
T0,Low +,D,1,1,00011,R2,2309,3232,1011
T0,Low +,D,1,1,00011,R2,2114,3105,717
T0,Low +,D,1,1,00011,R2,1800,2181,871
T0,Low +,D,1,1,00011,R2,1349,1582,729
T0,Low +,D,1,1,00011,R2,2020,2855,914
T0,Low +,D,1,1,00011,R2,2028,2331,831
T0,Low +,D,1,1,00011,R2,2316,2561,887
T0,Low +,D,1,1,00011,R2,2322,2662,785
T0,Low +,D,1,1,00011,R2,1263,1995,2524
T0,Low +,D,1,1,00011,R2,2112,2159,616
T0,Low +,D,1,1,00011,R2,2192,2891,912
T0,Low +,D,1,1,00011,R2,2164,2946,704
T0,Low +,D,1,1,00011,R2,2406,3420,664
T0,Low +,D,1,1,00011,R2,2163,2916,619
T0,Low +,D,1,1,00011,R2,2724,2591,763
T0,Low +,D,1,1,00011,R2,1536,2354,803
T0,Low +,D,1,1,00011,R2,1314,1643,818
T0,Low +,D,1,1,00011,R2,2105,2771,672
T0,Low +,D,1,1,00011,R2,2486,3666,708
T0,Low +,D,1,1,00011,R2,1705,1617,574
T0,Low +,D,1,1,00011,R2,2548,3032,652
T0,Low +,D,1,1,00011,R2,1640,2358,650
T0,Low +,D,1,1,00011,R2,1502,2095,624
T0,Low +,D,1,1,00011,R2,1772,2306,860
T0,Low +,D,1,1,00011,R2,1988,2752,651
T0,Low +,D,1,1,00011,R2,1836,2539,771
T0,Low +,D,1,1,00011,R2,2201,2659,613
T0,Low +,D,1,1,00011,R2,2028,2771,842
T0,Low +,D,1,1,00011,R2,2182,3247,752
T0,Low +,D,1,1,00011,R2,2664,3478,961
T0,Low +,D,1,1,00011,R2,2100,2958,799
T0,Low +,D,1,1,00011,R2,2150,2527,671
T0,Low +,D,1,1,00011,R2,1296,1961,71.5
T0,Low +,D,1,1,00011,R2,1538,2551,694
T0,Low +,D,1,1,00011,R2,2419,3351,789
T0,Low +,D,1,1,00011,R2,2399,3313,630
T0,Low +,D,1,1,00011,R2,2691,2950,924
T0,Low +,D,1,1,00011,R2,1991,2089,712
T0,Low +,D,1,1,00011,R2,2463,2584,602
T0,Low +,D,1,1,00011,R2,2139,2811,653
T0,Low +,D,1,1,00011,R2,1886,2299,866
T0,Low +,D,1,1,00011,R2,2210,2377,691
T0,Low +,D,1,1,00011,R2,1753,2188,841
T0,Low +,D,1,1,00011,R2,1647,2771,663
T0,Low +,D,1,1,00011,R2,2084,2536,836
T0,Low +,D,1,1,00111,R3,1877,1309,42.9
T0,Low +,D,1,1,01011,R4,1660,1526,1238
T0,Low +,D,1,1,01011,R4,2117,2818,1782
T0,Low +,D,1,1,01011,R4,2063,2589,982
T0,Low +,D,1,1,01011,R4,2504,2724,1356
T0,Low +,D,1,1,01011,R4,2481,2660,1380
T0,Low +,D,1,1,01011,R4,2018,2842,1399
T0,Low +,D,1,1,01011,R4,2638,2851,3753
T0,Low +,D,1,1,01011,R4,1975,2114,1348
T0,Low +,D,1,1,01011,R4,1989,2089,2700
T0,Low +,D,1,1,01011,R4,1993,1836,1887
T0,Low +,D,1,1,01011,R4,1843,2005,1597
T0,Low +,D,1,1,01011,R4,1889,2295,2359
T0,Low +,D,1,1,01011,R4,1852,2376,1263
T0,Low +,D,1,1,01011,R4,2133,2672,1744
T0,Low +,D,1,1,01011,R4,1505,2055,2008
T0,Low +,D,1,1,01011,R4,2013,2316,1256
T0,Low +,D,1,1,01011,R4,1883,2304,1977
T0,Low +,D,1,1,01011,R4,2471,3183,3568
T0,Low +,D,1,1,01011,R4,2259,2346,1605
T0,Low +,D,1,1,01011,R4,1961,2426,1029
T0,Low +,D,1,1,01011,R4,2372,3344,3255
T0,Low +,D,1,1,01011,R4,1663,2069,2043
T0,Low +,D,1,1,01011,R4,2081,2194,1115
T0,Low +,D,1,1,01011,R4,1903,2498,1231
T0,Low +,D,1,1,01011,R4,1726,2159,978
T0,Low +,D,1,1,01011,R4,2159,2725,2237
T0,Low +,D,1,1,01011,R4,2023,2421,2105
T0,Low +,D,1,1,01011,R4,2205,3192,2589
T0,Low +,D,1,1,01011,R4,1747,1591,1366
