"","Bact","Run","Date","Row","Column","Time","InfectTime","Bin","ID","Count","D","CFU","logCFU"
"364","SA",2,20211109,"0",0,0,24,"Low",6,11,1,2200,3.34262004255335
"365","SA",2,20211109,"0",0,0,24,"Low",7,59,1,11800,4.07191881036381
"366","SA",2,20211109,"0",0,0,24,"Low",8,15,1,3000,3.47726599542485
"367","SA",2,20211109,"0",0,0,24,"Low",9,12,2,24000,4.38022933693804
"368","SA",2,20211109,"0",0,0,24,"Low",10,1,0,20,1.32221929473392
"369","SA",2,20211109,"0",0,0,24,"Low",11,36,0,720,2.85793526471943
"370","SA",2,20211109,"0",0,0,24,"Low",12,1,0,20,1.32221929473392
"371","SA",2,20211109,"0",0,0,24,"Mid",1,19,2,38000,4.57979502526859
"372","SA",2,20211109,"0",0,0,24,"Mid",2,20,2,40000,4.6020708485543
"373","SA",2,20211109,"0",0,0,24,"Mid",3,65,1,13000,4.11397675828985
"374","SA",2,20211109,"0",0,0,24,"Mid",4,24,2,48000,4.68125028508305
"375","SA",2,20211109,"0",0,0,24,"Mid",5,98,1,19600,4.29227822867297
"376","SA",2,20211109,"0",0,0,24,"Mid",6,12,2,24000,4.38022933693804
"377","SA",2,20211109,"0",0,0,24,"Mid",7,104,0,2080,3.31827208021163
"378","SA",2,20211109,"0",0,0,24,"Mid",8,93,1,18600,4.26953629275597
"379","SA",2,20211109,"0",0,0,24,"Mid",9,84,1,16800,4.22533513181854
"380","SA",2,20211109,"0",0,0,24,"Mid",10,16,2,32000,4.50516354981041
"381","SA",2,20211109,"0",0,0,24,"Mid",11,20,2,40000,4.6020708485543
"382","SA",2,20211109,"0",0,0,24,"Mid",12,79,1,15800,4.19868457307714
"383","SA",2,20211109,"0",0,0,24,"Hi",1,36,2,72000,4.85733852825719
"384","SA",2,20211109,"0",0,0,24,"Hi",2,27,2,54000,4.73240180223891
"385","SA",2,20211109,"0",0,0,24,"Hi",3,91,2,182000,5.26007377421194
"386","SA",2,20211109,"0",0,0,24,"Hi",4,11,3,220000,5.34242465488355
"387","SA",2,20211109,"0",0,0,24,"Hi",5,18,2,36000,4.55631456433535
"388","SA",2,20211109,"0",0,0,24,"Hi",6,36,2,72000,4.85733852825719
"389","SA",2,20211109,"0",0,0,24,"Hi",7,13,3,260000,5.414975018331
"390","SA",2,20211109,"0",0,0,24,"Hi",8,28,2,56000,4.74819578219556
"391","SA",2,20211109,"0",0,0,24,"Hi",9,37,2,74000,4.86923758853567
"392","SA",2,20211109,"0",0,0,24,"Hi",10,30,2,60000,4.77815848856469
"393","SA",2,20211109,"0",0,0,24,"Hi",11,25,2,50000,4.6989786901388
"394","SA",2,20211109,"0",0,24,24,"Low",1,0,0,0,0
"395","SA",2,20211109,"0",0,24,24,"Low",2,0,0,0,0
"396","SA",2,20211109,"0",0,24,24,"Low",3,0,0,0,0
"397","SA",2,20211109,"0",0,24,24,"Low",4,0,0,0,0
"398","SA",2,20211109,"0",0,24,24,"Low",5,0,0,0,0
"399","SA",2,20211109,"0",0,24,24,"Low",6,61,0,1220,3.08671566394488
"400","SA",2,20211109,"0",0,24,24,"Low",7,17,0,340,2.5327543789925
"401","SA",2,20211109,"0",0,24,24,"Low",8,0,0,0,0
"402","SA",2,20211109,"0",0,24,24,"Low",9,34,0,680,2.83314711191279
"403","SA",2,20211109,"0",0,24,24,"Low",10,0,0,0,0
"404","SA",2,20211109,"0",0,24,24,"Low",11,0,0,0,0
"405","SA",2,20211109,"0",0,24,24,"Low",12,0,0,0,0
"406","SA",2,20211109,"0",0,24,24,"Low",13,43,1,8600,3.93454894766615
"407","SA",2,20211109,"0",0,24,24,"Low",14,5,0,100,2.00432137378264
"408","SA",2,20211109,"0",0,24,24,"Low",15,25,0,500,2.69983772586725
"409","SA",2,20211109,"0",0,24,24,"Mid",1,46,1,9200,3.96383503070215
"410","SA",2,20211109,"0",0,24,24,"Mid",2,89,1,17800,4.25044440018997
"411","SA",2,20211109,"0",0,24,24,"Mid",3,9,1,1800,3.25551371281953
"412","SA",2,20211109,"0",0,24,24,"Mid",4,80,1,16000,4.20414712521285
"413","SA",2,20211109,"0",0,24,24,"Mid",5,32,2,64000,4.80618675978215
"414","SA",2,20211109,"0",0,24,24,"Mid",6,87,1,17400,4.24057420701838
"415","SA",2,20211109,"0",0,24,24,"Mid",7,155,1,31000,4.49137570310773
"416","SA",2,20211109,"0",0,24,24,"Mid",8,103,1,20600,4.31388830211387
"417","SA",2,20211109,"0",0,24,24,"Mid",9,13,2,26000,4.41499005128352
"418","SA",2,20211109,"0",0,24,24,"Mid",10,29,2,58000,4.76343548133428
"419","SA",2,20211109,"0",0,24,24,"Mid",11,33,1,6600,3.81960973275158
"420","SA",2,20211109,"0",0,24,24,"Mid",12,0,0,0,0
"421","SA",2,20211109,"0",0,24,24,"Mid",13,49,1,9800,3.9912703891951
"422","SA",2,20211109,"0",0,24,24,"Mid",14,93,1,18600,4.26953629275597
"423","SA",2,20211109,"0",0,24,24,"Mid",15,15,2,30000,4.47713573096112
"424","SA",2,20211109,"0",0,24,24,"Mid",16,37,2,74000,4.86923758853567
"425","SA",2,20211109,"0",0,24,24,"Hi",1,35,2,70000,4.84510424417683
"426","SA",2,20211109,"0",0,24,24,"Hi",2,0,0,0,0
"427","SA",2,20211109,"0",0,24,24,"Hi",3,26,1,5200,3.71608685377483
"428","SA",2,20211109,"0",0,24,24,"Hi",4,15,2,30000,4.47713573096112
"429","SA",2,20211109,"0",0,24,24,"Hi",5,43,2,86000,4.93450350115004
"430","SA",2,20211109,"0",0,24,24,"Hi",6,46,2,92000,4.9637925479121
"431","SA",2,20211109,"0",0,24,24,"Hi",7,26,1,5200,3.71608685377483
"432","SA",2,20211109,"0",0,24,24,"Hi",8,10,2,20000,4.30105170984523
"433","SA",2,20211109,"0",0,24,24,"Hi",9,21,2,42000,4.62325963061961
"434","SA",2,20211109,"0",0,24,24,"Hi",10,29,2,58000,4.76343548133428
"435","SA",2,20211109,"0",0,24,24,"Hi",11,14,3,280000,5.44715958239117
"436","SA",2,20211109,"0",0,24,24,"Hi",12,31,2,62000,4.79239869419147
"437","SA",2,20211109,"0",0,24,24,"Hi",13,11,2,22000,4.34244242103184
"438","SA",2,20211109,"0",0,24,24,"Hi",14,46,2,92000,4.9637925479121
"439","SA",2,20211109,"0",0,24,24,"Hi",15,11,2,22000,4.34244242103184
"440","SA",2,20211109,"0",0,24,24,"Hi",16,3,1,600,2.77887447200274
"441","MYb14",1,20211109,"0",0,0,48,"Low",1,30,0,600,2.77887447200274
"442","MYb14",1,20211109,"0",0,0,48,"Low",2,61,0,1220,3.08671566394488
"443","MYb14",1,20211109,"0",0,0,48,"Low",3,73,0,1460,3.1646502159343
"444","MYb14",1,20211109,"0",0,0,48,"Low",4,11,1,2200,3.34262004255335
"445","MYb14",1,20211109,"0",0,0,48,"Low",5,9,1,1800,3.25551371281953
"446","MYb14",1,20211109,"0",0,0,48,"Low",6,5,0,100,2.00432137378264
"447","MYb14",1,20211109,"0",0,0,48,"Low",7,8,1,1600,3.2043913319193
"448","MYb14",1,20211109,"0",0,0,48,"Low",8,23,1,4600,3.6628522332648
"449","MYb14",1,20211109,"0",0,0,48,"Low",9,12,1,2400,3.38039216005703
"450","MYb14",1,20211109,"0",0,0,48,"Low",10,26,1,5200,3.71608685377483
"451","MYb14",1,20211109,"0",0,0,48,"Low",11,31,1,6200,3.79246173134695
"452","MYb14",1,20211109,"0",0,0,48,"Low",12,34,1,6800,3.83257277484618
"453","MYb14",1,20211109,"0",0,0,48,"Mid",1,65,1,13000,4.11397675828985
"454","MYb14",1,20211109,"0",0,0,48,"Mid",2,25,1,5000,3.69905685454767
"455","MYb14",1,20211109,"0",0,0,48,"Mid",3,67,1,13400,4.1271372071915
"456","MYb14",1,20211109,"0",0,0,48,"Mid",4,94,1,18800,4.27418094941963
"457","MYb14",1,20211109,"0",0,0,48,"Mid",5,61,1,12200,4.08639542712425
"458","MYb14",1,20211109,"0",0,0,48,"Mid",6,37,1,7400,3.8692904042094
"459","MYb14",1,20211109,"0",0,0,48,"Mid",7,60,1,12000,4.07921743574657
"460","MYb14",1,20211109,"0",0,0,48,"Mid",8,88,1,17600,4.24553734293599
"461","MYb14",1,20211109,"0",0,0,48,"Mid",9,15,0,300,2.47856649559384
"462","MYb14",1,20211109,"0",0,0,48,"Mid",10,18,0,360,2.55750720190566
"463","MYb14",1,20211109,"0",0,0,48,"Mid",11,31,1,6200,3.79246173134695
"464","MYb14",1,20211109,"0",0,0,48,"Mid",12,85,1,17000,4.23047446736116
"465","MYb14",1,20211109,"0",0,0,48,"Hi",1,61,0,1220,3.08671566394488
"466","MYb14",1,20211109,"0",0,0,48,"Hi",2,82,1,16400,4.21487032861122
"467","MYb14",1,20211109,"0",0,0,48,"Hi",3,49,1,9800,3.9912703891951
"468","MYb14",1,20211109,"0",0,0,48,"Hi",4,12,2,24000,4.38022933693804
"469","MYb14",1,20211109,"0",0,0,48,"Hi",5,52,1,10400,4.01707509637606
"470","MYb14",1,20211109,"0",0,0,48,"Hi",6,28,2,56000,4.74819578219556
"471","MYb14",1,20211109,"0",0,0,48,"Hi",7,30,2,60000,4.77815848856469
"472","MYb14",1,20211109,"0",0,0,48,"Hi",8,13,2,26000,4.41499005128352
"473","MYb14",1,20211109,"0",0,0,48,"Hi",9,33,1,6600,3.81960973275158
"474","MYb14",1,20211109,"0",0,0,48,"Hi",10,74,1,14800,4.17029105862539
"475","MYb14",1,20211109,"0",0,0,48,"Hi",11,55,1,11000,4.04143216468027
"476","MYb14",1,20211109,"0",0,24,48,"Low",1,14,2,28000,4.44717354158246
"477","MYb14",1,20211109,"0",0,24,48,"Low",2,47,1,9400,3.97317405268297
"478","MYb14",1,20211109,"0",0,24,48,"Low",4,41,1,8200,3.91386681189624
"479","MYb14",1,20211109,"0",0,24,48,"Low",5,54,1,10800,4.0334639660774
"480","MYb14",1,20211109,"0",0,24,48,"Low",6,41,1,8200,3.91386681189624
"481","MYb14",1,20211109,"0",0,24,48,"Low",8,27,2,54000,4.73240180223891
"482","MYb14",1,20211109,"0",0,24,48,"Low",9,25,2,50000,4.6989786901388
"483","MYb14",1,20211109,"0",0,24,48,"Low",10,39,1,7800,3.89215027790136
"484","MYb14",1,20211109,"0",0,24,48,"Low",11,51,1,10200,4.00864274756529
"485","MYb14",1,20211109,"0",0,24,48,"Low",12,32,1,6400,3.80624782719579
"486","MYb14",1,20211109,"0",0,24,48,"Low",13,23,2,46000,4.66276727276334
"487","MYb14",1,20211109,"0",0,24,48,"Low",14,79,1,15800,4.19868457307714
"488","MYb14",1,20211109,"0",0,24,48,"Low",15,27,1,5400,3.73247417728119
"489","MYb14",1,20211109,"0",0,24,48,"Low",16,36,1,7200,3.8573928109209
"490","MYb14",1,20211109,"0",0,24,48,"Mid",1,21,2,42000,4.62325963061961
"491","MYb14",1,20211109,"0",0,24,48,"Mid",2,73,1,14600,4.16438260096317
"492","MYb14",1,20211109,"0",0,24,48,"Mid",3,22,2,44000,4.64346254670316
"493","MYb14",1,20211109,"0",0,24,48,"Mid",4,0,0,0,0
"494","MYb14",1,20211109,"0",0,24,48,"Mid",5,74,1,14800,4.17029105862539
"495","MYb14",1,20211109,"0",0,24,48,"Mid",6,14,2,28000,4.44717354158246
"496","MYb14",1,20211109,"0",0,24,48,"Mid",7,61,2,122000,5.08636339045099
"497","MYb14",1,20211109,"0",0,24,48,"Mid",8,20,2,40000,4.6020708485543
"498","MYb14",1,20211109,"0",0,24,48,"Mid",9,23,2,46000,4.66276727276334
"499","MYb14",1,20211109,"0",0,24,48,"Mid",10,16,2,32000,4.50516354981041
"500","MYb14",1,20211109,"0",0,24,48,"Mid",11,79,1,15800,4.19868457307714
"501","MYb14",1,20211109,"0",0,24,48,"Mid",12,17,2,34000,4.53149169022153
"502","MYb14",1,20211109,"0",0,24,48,"Mid",13,28,2,56000,4.74819578219556
"503","MYb14",1,20211109,"0",0,24,48,"Mid",14,22,2,44000,4.64346254670316
"504","MYb14",1,20211109,"0",0,24,48,"Mid",15,73,1,14600,4.16438260096317
"505","MYb14",1,20211109,"0",0,24,48,"Mid",16,13,2,26000,4.41499005128352
"506","MYb14",1,20211109,"0",0,24,48,"Hi",1,0,0,0,0
"507","MYb14",1,20211109,"0",0,24,48,"Hi",2,76,2,152000,5.18184644513591
"508","MYb14",1,20211109,"0",0,24,48,"Hi",3,33,2,66000,4.81955051571144
"509","MYb14",1,20211109,"0",0,24,48,"Hi",4,0,0,0,0
"510","MYb14",1,20211109,"0",0,24,48,"Hi",5,26,2,52000,4.71601169537145
"511","MYb14",1,20211109,"0",0,24,48,"Hi",6,39,2,78000,4.89210017053276
"512","MYb14",1,20211109,"0",0,24,48,"Hi",7,27,2,54000,4.73240180223891
"513","MYb14",1,20211109,"0",0,24,48,"Hi",8,9,2,18000,4.25529663190434
"514","MYb14",1,20211109,"0",0,24,48,"Hi",9,30,2,60000,4.77815848856469
"515","MYb14",1,20211109,"0",0,24,48,"Hi",10,21,2,42000,4.62325963061961
"516","MYb14",1,20211109,"0",0,24,48,"Hi",11,27,2,54000,4.73240180223891
"517","MYb14",1,20211109,"0",0,24,48,"Hi",13,33,2,66000,4.81955051571144
"518","MYb14",1,20211109,"0",0,24,48,"Hi",14,12,2,24000,4.38022933693804
"519","MYb14",1,20211109,"0",0,24,48,"Hi",15,84,2,168000,5.22531186680437
