Condition,timefit,Time,Gate,TOF,Extinction,Green,logGreen
CM100,0,T0,R5,2918,3077,98.1,4.585987367
CM100,0,T0,R2,2653,3455,1232,7.116394144
CM100,0,T0,R4,2267,2936,1943,7.571988449
CM100,0,T0,R4,1774,2494,1349,7.207118856
CM100,0,T0,R5,2340,3372,408,6.011267174
CM100,0,T0,R4,2488,2980,3804,8.243808424
CM100,0,T0,R4,1989,2101,3161,8.058643712
CM100,0,T0,R2,2063,3020,800,6.684611728
CM100,0,T0,R2,1967,2602,867,6.765038977
CM100,0,T0,R4,1837,2392,3230,8.080237416
CM100,0,T0,R5,2504,3610,108,4.682131227
CM100,0,T0,R4,3030,3378,3183,8.065579427
CM100,0,T0,R4,2440,3432,1379,7.229113878
CM100,0,T0,R5,2320,3501,515,6.244166901
CM100,0,T0,R2,2825,2837,849,6.744059186
CM100,0,T0,R5,2663,3265,342,5.834810737
CM100,0,T0,R4,2438,3336,3702,8.216628493
CM100,0,T0,R5,1695,2754,275,5.616771098
CM100,0,T0,R4,2127,2877,3604,8.189799619
CM100,0,T0,R5,2280,3353,250,5.521460918
CM100,0,T0,R2,1593,2508,435,6.075346031
CM100,0,T0,R4,2572,3104,2402,7.784057003
CM100,0,T0,R2,2878,2862,814,6.701960366
CM100,0,T0,R2,2271,2616,733,6.597145702
CM100,0,T0,R2,2062,2830,662,6.495265556
CM100,0,T0,R4,1621,2235,1646,7.406103381
CM100,0,T0,R2,1614,2716,485,6.184148891
CM100,0,T0,R5,1863,2103,394,5.976350909
CM100,0,T0,R4,2602,3113,2971,7.996653875
CM100,0,T0,R2,2388,3052,1173,7.067319849
CM100,0,T0,R4,2726,2806,3655,8.203851372
CM100,0,T0,R2,1899,2247,571,6.34738921
CM100,0,T0,R4,2838,3500,1555,7.349230825
CM100,0,T0,R2,2216,2490,1097,7.00033446
CM100,0,T0,R2,2512,3388,1083,6.987490247
CM100,0,T0,R5,1880,2719,365,5.899897354
CM100,0,T0,R4,2559,3567,3158,8.057694195
CM100,0,T0,R2,2780,3251,780,6.65929392
CM100,0,T0,R4,2609,3618,1266,7.143617603
CM100,0,T0,R5,1817,2539,369,5.910796644
CM100,0,T0,R5,2679,2949,128,4.852030264
CM100,0,T0,R5,1827,3055,152,5.023880521
CM100,0,T0,R5,2892,3435,94.6,4.549657476
CM100,0,T0,R4,1970,2886,2200,7.696212639
CM100,0,T0,R4,2312,3281,2346,7.760467029
CM100,0,T0,R4,2637,3185,3493,8.158516245
CM100,0,T0,R2,2773,3027,1187,7.079184395
CM100,0,T0,R4,2863,3450,2811,7.941295571
CM100,0,T0,R4,2260,2504,2454,7.805474625
CM100,0,T0,R4,1865,1906,2541,7.840312983
CM100,0,T0,R2,3395,4380,779,6.658011046
CM100,0,T0,R2,1605,2502,701,6.552507887
CM100,0,T0,R5,2519,3320,544,6.298949247
CM100,0,T0,R4,2889,3074,3214,8.075271546
CM100,0,T0,R5,2174,2918,235,5.459585514
CM100,0,T0,R4,2392,3404,2088,7.643961949
CM100,0,T0,R5,2720,4227,209,5.342334252
CM100,0,T0,R4,2506,3348,1445,7.275864601
CM100,0,T0,R5,2178,3204,131,4.875197323
CM100,0,T0,R5,2151,2616,153,5.030437921
CM100,0,T0,R2,2430,3221,1030,6.937314081
CM100,0,T0,R5,2345,2382,134,4.8978398
CM100,0,T0,R4,2333,3032,1644,7.404887576
CM100,0,T0,R5,2112,2424,56.9,4.041295341
CM100,0,T0,R5,1600,2176,159,5.068904202
CM100,0,T0,R5,2301,2946,230,5.438079309
CM100,0,T0,R4,2616,3050,2118,7.658227526
CM100,0,T0,R5,2534,2588,552,6.313548046
CM100,0,T0,R4,2571,3585,3642,8.20028826
CM100,0,T0,R4,2694,3514,2222,7.70616297
CM100,0,T0,R4,2129,2805,3216,8.07589363
CM100,0,T0,R2,2320,2733,811,6.698268054
CM100,0,T0,R4,2848,3653,4506,8.413165121
CM100,0,T0,R2,2259,3206,642,6.464588304
CM100,0,T0,R4,2162,3461,3511,8.163656176
CM100,0,T0,R5,2734,3677,455,6.120297419
CM100,0,T0,R5,2552,3300,183,5.209486153
CM100,0,T0,R5,2824,3197,426,6.054439346
CM100,0,T0,R2,2575,2599,1194,7.085064294
CM100,0,T0,R5,2166,3221,333,5.80814249
CM100,0,T0,R4,2813,3564,3476,8.153637486
CM100,0,T0,R2,1604,2688,725,6.586171655
CM100,0,T0,R4,2974,3938,4827,8.481980436
CM100,0,T0,R5,2325,3436,217,5.379897354
CM100,0,T0,R5,2253,2820,353,5.866468057
CM100,0,T0,R4,2164,2788,2673,7.890956716
CM100,0,T0,R4,2569,2872,1592,7.372746366
CM100,0,T0,R4,2656,3497,3220,8.077136639
CM100,0,T0,R2,2682,3667,1171,7.065613364
CM100,0,T0,R4,2745,3628,2144,7.670428522
CM100,0,T0,R4,1948,2708,2433,7.796880343
CM100,0,T0,R4,2429,3127,1868,7.532623619
CM100,0,T0,R2,2162,3110,523,6.259581464
CM100,0,T0,R5,2177,2950,193,5.262690189
CM100,0,T0,R2,1925,2682,539,6.289715571
CM100,0,T0,R2,1696,2535,485,6.184148891
CM100,0,T0,R5,2127,1949,156,5.049856007
CM100,0,T0,R4,2246,2608,2308,7.744136628
CM100,0,T0,R2,2273,2960,764,6.638567789
CM100,0,T0,R4,2367,3532,3039,8.019283793
CM100,0,T0,R5,1793,2621,434,6.073044534
CM100,0,T0,R4,1894,2711,1179,7.072421901
CM100,0,T0,R2,1814,2596,845,6.739336627
CM100,0,T0,R2,1548,1960,495,6.204557763
CM100,0,T0,R5,2076,2130,303,5.713732806
CM100,0,T0,R4,1860,2081,2273,7.728855824
CM100,0,T0,R4,2711,3520,3599,8.188411308
CM100,0,T0,R2,2718,2969,847,6.741700695
CM100,0,T0,R5,2488,3307,284,5.648974238
CM100,0,T0,R4,2119,3003,1995,7.598399329
CM100,0,T0,R2,1964,2602,1118,7.019296654
CM100,0,T0,R4,1906,2821,1464,7.288927695
CM100,0,T0,R5,2203,2313,83.1,4.420044702
CM100,0,T0,R2,2131,2305,755,6.626717749
CM100,0,T0,R4,2599,2932,1604,7.380255788
CM100,0,T0,R4,1776,2263,1921,7.560601163
CM100,0,T0,R5,2085,2805,185,5.220355825
CM100,0,T0,R5,2231,2806,162,5.087596335
CM100,0,T0,R2,2518,2952,724,6.584791392
CM100,0,T0,R4,2547,2562,3348,8.116118432
CM100,0,T0,R4,1597,1600,2648,7.881559917
CM100,0,T0,R4,1740,2785,1477,7.297768283
CM100,0,T0,R2,2107,2659,522,6.257667588
CM100,0,T0,R5,2811,4058,509,6.232448017
CM100,0,T0,R5,2000,3148,288,5.66296048
CM100,0,T0,R4,2499,3094,2252,7.719573989
CM100,0,T0,R4,2249,3462,3675,8.209308412
CM100,0,T0,R2,2383,3147,850,6.745236349
CM100,0,T0,R4,1963,2603,2618,7.870165946
CM100,0,T0,R4,1801,2528,2375,7.772752716
CM100,0,T0,R2,1650,2429,437,6.079933195
CM100,0,T0,R2,1846,2761,751,6.621405652
CM100,0,T0,R2,2563,3547,953,6.859614904
CM100,0,T0,R5,2516,3644,504,6.222576268
CM100,0,T0,R5,2497,2914,494,6.202535517
CM100,0,T0,R5,1628,2581,253,5.533389489
CM100,0,T0,R4,2248,2839,1911,7.555381944
CM100,0,T0,R4,2837,3434,2461,7.80832305
CM100,0,T0,R4,1867,2984,3459,8.148734809
CM100,0,T0,R4,2056,2813,3521,8.166500319
CM100,0,T0,R4,2700,3808,4352,8.378390789
CM100,0,T0,R5,2190,3222,459,6.12905021
CM100,0,T0,R2,3274,2777,4031,8.301769763
CM100,0,T0,R4,2431,2703,3938,8.278428259
CM100,0,T0,R4,1710,2774,1654,7.410951876
CM100,0,T0,R2,2632,3833,601,6.398594935
CM100,0,T0,R5,1753,2934,309,5.733341277
CM100,0,T0,R4,2279,2963,1228,7.113142109
CM100,0,T0,R4,2239,2497,1176,7.069874128
CM100,0,T0,R4,2584,2839,4191,8.340694648
CM100,0,T0,R5,2543,3150,293,5.680172609
CM100,0,T0,R5,2344,3416,233,5.451038454
CM100,0,T0,R4,1635,2091,1085,6.989335266
CM100,0,T0,R4,1975,2609,2106,7.652545693
CM100,0,T0,R5,2246,2788,346,5.846438775
CM100,0,T0,R2,2227,3062,1027,6.93439721
CM100,0,T0,R4,1594,2433,2277,7.730614066
CM100,0,T0,R5,3148,4008,235,5.459585514
CM100,0,T0,R2,2534,3708,688,6.533788838
CM100,0,T0,R4,2410,2660,2223,7.706612914
CM100,0,T0,R5,2000,2932,433,6.070737728
CM100,0,T0,R5,2629,3510,106,4.663439094
CM100,0,T0,R2,2289,2994,847,6.741700695
CM100,0,T0,R5,2517,3116,415,6.02827852
CM100,0,T0,R5,2532,2560,384,5.950642553
CM100,0,T0,R4,2215,2347,3034,8.01763716
CM100,0,T0,R2,1964,2727,621,6.431331082
CM100,0,T0,R5,2060,2990,269,5.59471138
CM100,0,T0,R5,2513,3000,383,5.948034989
CM100,0,T0,R2,2879,3975,1066,6.971668605
CM100,0,T0,R4,2515,3083,3324,8.108924156
CM100,0,T0,R2,2443,3151,643,6.466144724
CM100,0,T0,R2,2455,3153,635,6.453624999
CM100,0,T0,R4,2348,2478,3278,8.094988759
CM100,0,T0,R4,2213,2559,1448,7.277938573
CM100,0,T0,R5,1838,2194,79.1,4.370712875
CM100,0,T0,R4,2415,3108,3391,8.128880142
CM100,0,T0,R2,2351,3091,836,6.728628613
CM100,0,T0,R4,2020,2691,2432,7.796469243
CM100,0,T0,R2,2068,2461,545,6.300785795
CM100,0,T0,R5,1862,2755,393,5.973809612
CM100,0,T0,R2,2476,3191,905,6.807934944
CM100,0,T0,R5,2590,2805,441,6.089044875
CM100,0,T0,R4,1810,2939,1244,7.126087273
CM100,0,T0,R2,1678,2869,676,6.516193076
CM100,0,T0,R5,2141,2753,180,5.192956851
CM100,0,T0,R2,1979,2922,594,6.386879319
CM100,0,T0,R5,1706,2789,123,4.812184355
CM100,0,T0,R4,2032,2367,3209,8.073714641
CM100,0,T0,R4,2569,3167,1856,7.526178913
CM100,0,T0,R5,2226,2784,185,5.220355825
CM100,0,T0,R4,1642,2401,1763,7.474772182
CM100,0,T0,R5,2153,3057,464,6.139884552
CM100,0,T0,R4,2681,3613,3769,8.234564993
CM100,0,T0,R4,2748,3460,3937,8.278174291
CM100,0,T0,R4,1894,1726,2061,7.630946581
CM100,0,T0,R4,2584,3328,3448,8.145549632
CM100,0,T0,R5,2389,2821,183,5.209486153
CM100,0,T0,R4,1912,2713,3173,8.062432792
CM100,0,T0,R2,2435,3182,671,6.508769137
CM100,0,T0,R4,2196,3057,2364,7.768110379
CM100,0,T0,R4,2082,3026,3524,8.167351987
CM100,0,T0,R2,2540,3046,1117,7.018401799
CM100,0,T0,R2,2157,2738,804,6.689599269
CM100,0,T0,R5,2294,2898,497,6.208590026
CM100,0,T0,R5,2309,2770,403,5.998936562
CM100,0,T0,R4,2546,3349,4321,8.371242136
CM100,0,T0,R4,2735,3276,2811,7.941295571
CM100,0,T0,R2,2166,3146,574,6.352629396
CM100,0,T0,R5,1599,1794,405,6.003887067
CM100,0,T0,R2,2206,2327,731,6.59441346
CM100,0,T0,R4,2568,2972,3260,8.089482474
CM100,0,T0,R2,2471,3138,757,6.629363253
CM100,0,T0,R4,1873,2798,2624,7.87245515
CM100,0,T0,R5,1920,2416,360,5.886104031
CM100,0,T0,R4,2153,2787,3443,8.144098463
CM100,0,T0,R2,2352,2815,618,6.426488457
CM100,0,T0,R5,2640,3153,401,5.993961427
CM100,0,T0,R4,2948,3122,5093,8.535622327
CM100,0,T0,R4,2117,3031,2569,7.851271997
CM100,0,T0,R4,2556,3474,1418,7.257002707
CM100,0,T0,R4,2605,2959,4067,8.310660906
CM100,0,T0,R5,2129,2966,180,5.192956851
CM100,0,T0,R2,1758,1375,477,6.167516491
CM100,0,T0,R4,2483,2701,1626,7.39387829
CM100,0,T0,R4,1815,2494,1807,7.499423291
CM100,0,T0,R2,2205,2618,928,6.833031733
CM100,0,T0,R5,2089,3199,496,6.206575927
CM100,0,T0,R5,2119,2879,206,5.327876169
CM100,0,T0,R5,2730,3258,112,4.718498871
CM100,0,T0,R4,2274,3034,1304,7.173191742
CM100,0,T0,R5,1955,2561,216,5.375278408
CM100,0,T0,R2,1955,2626,565,6.336825731
CM100,0,T0,R2,1862,2828,856,6.752270376
CM100,0,T0,R2,2637,3675,949,6.855408799
CM100,0,T0,R4,2604,3355,3027,8.015327309
CM100,0,T0,R4,1815,2786,3110,8.042378005
CM100,0,T0,R4,2556,2684,1508,7.318539549
CM100,0,T0,R2,2229,3454,675,6.514712691
CM100,0,T0,R5,2137,3078,426,6.054439346
CM100,0,T0,R5,2366,3141,291,5.673323267
CM100,0,T0,R5,2166,2498,166,5.111987788
CM100,0,T0,R2,1937,2970,553,6.315358002
CM100,0,T0,R5,1908,2358,184,5.214935758
CM100,0,T0,R2,2273,3059,1004,6.9117473
CM100,0,T0,R5,1942,2198,85.5,4.448516376
CM100,0,T0,R4,2175,3403,1274,7.149916836
CM100,0,T0,R5,2229,2642,467,6.146329258
CM100,0,T0,R2,1923,2380,682,6.525029658
CM100,0,T0,R4,2401,2792,3918,8.273336599
CM100,0,T0,R2,3067,4199,1247,7.128495946
CM100,0,T0,R4,2235,2470,2722,7.909122183
CM100,0,T0,R2,2321,2765,713,6.56948142
CM100,0,T0,R4,2372,3116,1489,7.305860033
CM100,0,T0,R4,2878,3763,4430,8.396154863
CM100,0,T0,R2,2453,3459,715,6.572282543
CM100,0,T0,R4,2894,3536,3219,8.076826031
CM100,0,T0,R4,2484,3132,4436,8.397508348
CM100,0,T0,R2,2323,3200,732,6.595780514
CM100,0,T0,R2,2213,2991,646,6.470799504
CM100,0,T0,R5,1918,2964,198,5.288267031
CM100,0,T0,R2,2316,3370,1171,7.065613364
CM100,0,T0,R4,2483,2974,2753,7.920446505
CM100,0,T0,R5,2409,2935,268,5.590986981
CM100,0,T0,R4,2372,3301,3123,8.046549357
CM100,0,T0,R4,2657,2704,4570,8.427268484
CM100,0,T0,R2,1896,2447,661,6.49375384
CM100,0,T0,R5,2051,2744,115,4.744932128
CM100,0,T0,R2,2222,3094,785,6.665683718
CM100,0,T0,R4,2001,1732,1294,7.165493475
CM100,0,T0,R4,2777,3184,2842,7.952263309
CM100,0,T0,R4,2818,3212,2265,7.725330038
CM100,0,T0,R5,2181,3014,308,5.730099783
CM100,0,T0,R4,2491,2623,2254,7.720461695
CM100,0,T0,R5,2423,3500,320,5.768320996
CM100,0,T0,R2,2471,3447,785,6.665683718
CM100,0,T0,R4,2356,2889,1699,7.437795122
CM100,0,T0,R4,1752,2908,2820,7.944492164
CM100,0,T0,R2,1883,2661,780,6.65929392
CM100,0,T0,R5,1728,2614,308,5.730099783
CM100,0,T0,R4,2990,4105,5457,8.604654467
CM100,0,T0,R2,1806,2591,482,6.177944114
CM100,0,T0,R4,2282,3252,3346,8.115520882
CM100,0,T0,R2,2572,3404,684,6.527957918
CM100,0,T0,R4,2303,3135,1444,7.275172319
CM100,0,T0,R4,2652,3455,1503,7.31521839
CM100,0,T0,R4,2404,2547,2013,7.607381426
CM100,0,T0,R4,2473,3324,2890,7.969011781
CM100,0,T0,R2,2225,3329,585,6.371611847
CM100,0,T0,R2,2593,3091,593,6.385194399
CM100,0,T0,R2,2200,2880,701,6.552507887
CM100,0,T0,R5,2361,2611,521,6.255750042
CM100,0,T0,R2,1898,2542,664,6.498282149
CM100,0,T0,R2,2155,3145,580,6.363028104
CM100,0,T0,R4,2655,3137,1676,7.424165281
CM100,0,T0,R2,1922,2396,705,6.558197803
CM100,0,T0,R4,2077,2947,1284,7.157735484
CM100,0,T0,R4,2545,3525,3478,8.154212695
CM100,0,T0,R2,2382,2875,1013,6.920671504
CM100,0,T0,R5,2380,3025,378,5.934894196
CM100,0,T0,R2,2910,3904,1243,7.125283092
CM100,0,T0,R4,2968,3580,3337,8.112827479
CM100,0,T0,R2,2661,3763,1211,7.099201744
CM100,0,T0,R5,2184,2531,217,5.379897354
CM100,0,T0,R5,2467,3456,93.6,4.539030383
CM100,0,T0,R2,1860,2901,905,6.807934944
CM100,0,T0,R4,2706,3634,3325,8.109224953
CM100,0,T0,R5,1914,2421,335,5.814130532
CM100,0,T0,R2,2001,3019,746,6.6147256
CM100,0,T0,R5,2212,3203,335,5.814130532
CM100,0,T0,R2,2533,2946,992,6.899723107
CM100,0,T0,R2,2392,3546,743,6.610696045
CM100,0,T0,R2,2602,2843,734,6.598509029
CM100,0,T0,R2,2584,3666,771,6.647688374
CM100,0,T0,R4,2535,2840,2267,7.726212651
CM100,0,T0,R4,2591,3553,3402,8.132118773
CM100,0,T0,R5,2285,2781,177,5.176149733
CM100,0,T0,R4,2118,1817,1721,7.450660796
CM100,0,T0,R2,2143,2776,1071,6.97634807
CM100,0,T0,R2,1930,2202,1126,7.026426809
CM100,0,T0,R4,2019,1464,1913,7.556427969
CM100,0,T0,R4,2413,3578,1304,7.173191742
CM100,0,T0,R2,1789,2599,526,6.265301213
CM100,0,T0,R4,1870,3078,1897,7.54802897
CM100,0,T0,R5,2458,3316,509,6.232448017
CM100,0,T0,R5,1547,2088,255,5.541263545
CM100,0,T0,R2,2176,3251,553,6.315358002
CM100,0,T0,R2,1991,2712,942,6.848005275
CM100,0,T0,R5,2023,2796,244,5.497168225
CM100,0,T0,R4,2464,3626,2572,7.852439085
CM100,0,T0,R5,2517,2802,474,6.161207322
CM100,0,T0,R5,2304,3366,436,6.077642243
CM100,0,T0,R5,2162,2228,224,5.411646052
CM100,0,T0,R4,2584,3373,1720,7.45007957
CM100,0,T0,R5,2722,3186,204,5.318119994
CM100,0,T0,R4,2113,3331,1918,7.559038255
CM100,0,T0,R5,2398,3118,237,5.468060141
CM100,0,T0,R2,2209,3073,759,6.632001777
CM100,0,T0,R5,2841,3016,67.1,4.206184044
CM100,0,T0,R5,2496,2905,209,5.342334252
CM100,0,T0,R5,1822,2317,240,5.480638923
CM100,0,T0,R4,1997,2722,3415,8.135932772
CM100,0,T0,R5,2079,3033,457,6.124683391
CM100,0,T0,R5,1857,2835,267,5.587248658
CM100,0,T0,R5,2110,3257,456,6.12249281
CM100,0,T0,R5,2374,2778,74.5,4.310799125
CM100,0,T0,R5,2412,3337,208,5.33753808
CM100,0,T0,R2,1905,2797,567,6.340359304
CM100,0,T0,R4,2801,2848,1900,7.549609165
CM100,0,T0,R5,2021,2565,385,5.953243334
CM100,0,T0,R2,2117,2129,554,6.317164687
CM100,0,T0,R4,2800,3483,4812,8.478868077
CM100,0,T0,R2,2151,2518,792,6.674561392
CM100,0,T0,R4,2063,3189,1463,7.288244401
CM100,0,T0,R4,2392,2358,2764,7.924434185
CM100,0,T0,R4,2532,3416,2901,7.972810784
CM100,0,T0,R4,2492,3608,2099,7.64921632
CM100,0,T0,R2,2342,2658,1006,6.913737351
CM100,0,T0,R5,1594,2456,252,5.529429088
CM100,0,T0,R4,2284,2911,2186,7.689828669
CM100,0,T0,R5,2162,2477,378,5.934894196
CM100,0,T0,R5,2630,3500,218,5.384495063
CM100,0,T0,R4,1849,2712,1577,7.363279587
CM100,0,T0,R4,2019,2623,2601,7.863651265
CM100,0,T0,R5,1849,2287,386,5.955837369
CM100,0,T0,R5,2248,2604,353,5.866468057
CM100,0,T0,R4,2137,3265,1738,7.460490306
CM100,0,T0,R4,2682,3128,2212,7.701652363
CM100,0,T0,R4,2420,3315,2139,7.668093709
CM100,0,T0,R2,2356,2729,1161,7.057036982
CM100,0,T0,R4,2488,3375,1446,7.276556403
CM100,0,T0,R4,2491,2844,1512,7.321188557
CM100,0,T0,R5,2634,3307,429,6.061456919
CM100,0,T0,R5,1694,2414,118,4.770684624
CM100,0,T0,R4,2496,3163,1994,7.597897951
CM100,0,T0,R4,1977,2616,1492,7.307872781
CM100,0,T0,R4,2161,2420,1400,7.244227516
CM100,0,T0,R4,2261,3212,1560,7.3524411
CM100,0,T0,R4,2198,3008,3148,8.05452261
CM100,0,T0,R5,1545,2094,214,5.365976015
CM100,0,T0,R5,2329,3252,274,5.613128106
CM100,0,T0,R2,2413,2901,568,6.342121419
CM100,0,T0,R2,2767,2886,1026,6.933423026
CM100,0,T0,R5,2907,3743,601,6.398594935
CM100,0,T0,R4,2689,3024,2664,7.887584032
CM100,0,T0,R4,2143,2881,2145,7.670894831
CM100,0,T0,R2,2262,3002,968,6.875232087
CM100,0,T0,R4,2331,2876,3440,8.14322675
CM100,0,T0,R2,2326,3808,743,6.610696045
CM100,0,T0,R4,2515,2727,2254,7.720461695
CM100,0,T0,R4,1944,2794,2193,7.693025748
CM100,0,T0,R2,1809,2774,605,6.405228458
CM100,0,T0,R2,1970,2945,698,6.548219103
CM100,0,T0,R4,2519,2825,4007,8.295798111
CM100,0,T0,R4,2193,2902,1367,7.220373837
CM100,0,T0,R2,1926,2985,884,6.784457063
CM100,0,T0,R4,2490,3393,2073,7.636752112
CM100,0,T0,R2,2406,2927,885,6.785587645
CM100,0,T0,R4,2246,2306,3717,8.22067217
CM100,0,T0,R4,1957,2347,3006,8.00836557
CM100,0,T0,R4,1891,2520,1822,7.507690078
CM100,0,T0,R4,2175,3005,2765,7.924795914
CM100,0,T0,R2,2235,3373,928,6.833031733
CM100,0,T0,R5,2228,2596,341,5.831882477
CM100,0,T0,R5,2300,3193,239,5.476463552
CM100,0,T0,R4,2449,2783,3838,8.252706677
CM100,0,T0,R2,2652,3715,618,6.426488457
CM100,0,T0,R4,2144,2529,1795,7.492760301
CM100,0,T0,R3,3282,2358,65.4,4.180522258
CM100,0,T0,R4,2849,4038,3219,8.076826031
CM100,0,T0,R5,2781,3142,368,5.908082938
CM100,0,T0,R4,2878,3667,4790,8.47428569
CM100,0,T0,R5,2666,3579,342,5.834810737
CM100,0,T0,R4,2405,3563,2121,7.659642955
CM100,0,T0,R4,2691,3619,2593,7.860570786
CM100,0,T0,R2,2588,3125,698,6.548219103
CM100,0,T0,R4,2197,3087,2227,7.708410667
CM100,0,T0,R4,2278,2708,3329,8.110427238
CM100,0,T0,R5,2331,3239,177,5.176149733
CM100,0,T0,R4,1896,2312,2528,7.835183755
CM100,0,T0,R4,2822,3982,1475,7.296413269
CM100,0,T0,R5,2226,2798,110,4.700480366
CM100,0,T0,R2,1711,2636,731,6.59441346
CM100,0,T0,R4,1955,2510,2360,7.766416898
CM100,0,T0,R3,2504,2663,51,3.931825633
CM100,0,T0,R4,2377,2811,1338,7.198931241
CM100,0,T0,R4,1966,2853,1143,7.041411664
CM100,0,T0,R4,2245,3087,2992,8.003697339
CM100,0,T0,R5,1759,2690,243,5.493061443
CM100,0,T0,R5,2532,3779,452,6.11368218
CM100,0,T0,R4,2329,3056,4118,8.323122888
CM100,0,T0,R4,2419,2695,1859,7.527793988
CM100,0,T0,R5,2093,1936,86.2,4.456670178
CM100,0,T0,R2,1902,2740,551,6.311734809
CM100,0,T0,R4,2168,2495,3305,8.103191752
CM100,0,T0,R4,1801,2368,1815,7.503840747
CM100,0,T0,R4,2190,3319,3241,8.083637203
CM100,0,T0,R2,2213,2890,1080,6.98471632
CM100,0,T0,R2,2067,2645,686,6.530877628
CM100,0,T0,R2,2056,2961,658,6.489204931
CM100,0,T0,R5,2306,3289,415,6.02827852
CM100,0,T0,R5,2467,3271,309,5.733341277
CM100,0,T0,R4,2198,3085,3207,8.0730912
CM100,0,T0,R5,2259,2529,355,5.872117789
CM100,0,T0,R4,2496,2792,2130,7.663877259
CM100,0,T0,R2,2607,2873,600,6.396929655
CM100,0,T0,R4,2933,2745,3804,8.243808424
CM100,0,T0,R2,3330,3359,2187,7.690286021
CM100,0,T0,R5,2579,3197,77.3,4.347693956
CM100,0,T0,R2,2352,3906,1097,7.00033446
CM100,0,T0,R5,2700,3253,151,5.017279837
CM100,0,T0,R5,2182,2344,93.1,4.533674184
CM100,0,T0,R4,2976,4172,3112,8.043020885
CM100,0,T0,R2,2600,3763,990,6.897704943
CM100,0,T0,R4,1977,2221,2758,7.922261058
CM100,0,T0,R5,2604,2952,185,5.220355825
CM100,0,T0,R4,2007,2635,2648,7.881559917
CM100,0,T0,R4,1755,2540,2460,7.807916629
CM100,0,T0,R4,2733,3292,2603,7.864419905
CM100,0,T0,R5,2571,3398,91.3,4.514150788
CM100,0,T0,R5,2479,3717,275,5.616771098
CM100,0,T0,R4,1902,2870,1920,7.560080465
CM100,0,T0,R2,2339,2801,834,6.726233402
CM100,0,T0,R2,1598,1970,855,6.751101469
CM100,0,T0,R2,2513,3531,1157,7.053585727
CM100,0,T0,R4,2012,2437,2707,7.90359629
CM100,0,T0,R4,2911,3496,2390,7.779048645
CM100,0,T0,R5,2790,3719,233,5.451038454
CM100,0,T0,R4,2426,3158,4009,8.296297113
CM100,0,T0,R2,2406,3337,703,6.555356892
CM100,0,T0,R4,2034,2825,2608,7.866338923
CM100,0,T0,R4,1912,2511,3391,8.128880142
CM100,0,T0,R5,2193,2618,250,5.521460918
CM100,0,T0,R2,2323,2810,735,6.599870499
CM100,0,T0,R2,2053,2998,805,6.690842277
CM100,0,T0,R4,2303,3197,3449,8.145839613
CM100,0,T0,R2,2015,2593,584,6.369900983
CM100,0,T0,R2,2414,2916,1110,7.012115294
CM100,0,T0,R2,2272,3352,807,6.693323668
CM100,0,T0,R5,2723,3149,571,6.34738921
CM100,0,T0,R5,2252,3217,248,5.513428746
CM100,0,T0,R5,2787,3108,373,5.92157842
CM100,0,T0,R5,1843,2785,144,4.9698133
CM100,0,T0,R5,2123,2507,473,6.159095388
CM100,0,T0,R5,1912,2777,325,5.783825182
CM100,0,T0,R2,2023,2287,1068,6.97354302
CM100,0,T0,R5,2291,2604,498,6.210600077
CM100,0,T0,R4,2166,3053,1714,7.446585099
CM100,0,T0,R5,1974,2705,224,5.411646052
CM100,0,T0,R4,2437,2828,2255,7.720905252
CM100,0,T0,R4,2492,3200,1555,7.349230825
CM100,0,T0,R4,2629,3449,2292,7.737180078
CM100,0,T0,R4,2089,2796,3032,8.016977747
CM100,0,T0,R2,2519,3724,630,6.445719819
CM100,0,T0,R2,2302,3138,595,6.388561406
CM100,0,T0,R4,2818,3245,4672,8.449342525
CM100,0,T0,R4,3156,3498,4133,8.326758815
CM100,0,T0,R5,2184,2428,324,5.780743516
CM100,0,T0,R4,1828,2519,2946,7.988203597
CM100,0,T0,R4,2375,2536,2976,7.998335396
CM100,0,T0,R5,2403,3087,463,6.137727054
CM100,0,T0,R4,1822,2431,2248,7.717796211
CM100,0,T0,R5,2161,2220,88.4,4.48187197
CM100,0,T0,R4,3186,5323,2608,7.866338923
CM100,0,T0,R2,2070,3102,523,6.259581464
CM100,0,T0,R4,2180,3118,1596,7.375255778
CM100,0,T0,R4,2410,3189,2701,7.901377354
CM100,0,T0,R4,2334,2636,2936,7.98480339
CM100,0,T0,R2,1633,2371,749,6.618738984
CM100,0,T0,R5,2493,2613,86.2,4.456670178
CM100,0,T0,R4,1990,3092,1393,7.239214974
CM100,0,T0,R4,2454,2970,1295,7.166265974
CM100,0,T0,R5,2542,3291,143,4.96284463
CM100,0,T0,R2,2470,3160,704,6.556778356
CM100,0,T0,R4,2063,3121,1968,7.584773078
CM100,0,T0,R4,1866,2835,1600,7.377758908
CM100,0,T0,R2,2161,3045,697,6.546785411
CM100,0,T0,R4,2506,2918,3140,8.051978079
CM100,0,T0,R5,2168,2071,476,6.165417854
CM100,0,T0,R4,1837,2551,1726,7.453561872
CM100,0,T0,R4,2361,2455,2654,7.883823215
CM100,0,T0,R4,2026,3253,1588,7.370230642
CM100,0,T0,R4,2128,3189,1662,7.415776975
CM100,0,T0,R5,1826,2891,269,5.59471138
CM100,0,T0,R5,1557,1936,167,5.117993812
CM100,0,T0,R4,2226,2458,2824,7.945909599
