Condition,timefit,Time,Gate,TOF,Extinction,Green,logGreen
CM25,24,T24,R4,2588,4115,4986,8.514389264
CM25,24,T24,R4,2277,2330,2892,7.969703583
CM25,24,T24,R4,1644,1854,2738,7.914983006
CM25,24,T24,R4,2532,2383,3537,8.171034189
CM25,24,T24,R4,2605,2194,4628,8.439880088
CM25,24,T24,R5,2373,2579,74.5,4.310799125
CM25,24,T24,R5,1885,2893,75.7,4.32677816
CM25,24,T24,R4,1689,2009,2228,7.708859601
CM25,24,T24,R5,2476,2803,54.2,3.992680908
CM25,24,T24,R3,2269,1974,35.5,3.569532696
CM25,24,T24,R5,2154,3149,197,5.283203729
CM25,24,T24,R4,2909,3299,5386,8.591558273
CM25,24,T24,R5,2484,2443,161,5.081404365
CM25,24,T24,R5,3117,2790,65.4,4.180522258
CM25,24,T24,R3,3166,2591,45.5,3.817712326
CM25,24,T24,R5,2420,2506,84,4.430816799
CM25,24,T24,R5,2387,2885,76.4,4.335982696
CM25,24,T24,R5,3082,2886,73.4,4.295923936
CM25,24,T24,R4,2471,2742,4085,8.315077007
CM25,24,T24,R4,3224,2914,1672,7.421775794
CM25,24,T24,R4,2283,3200,4127,8.32530603
CM25,24,T24,R4,1568,2272,2923,7.980365765
CM25,24,T24,R4,2661,2923,4145,8.329658068
CM25,24,T24,R4,2702,3191,1414,7.254177846
CM25,24,T24,R2,1984,2593,890,6.791221463
CM100,24,T24,R4,2899,2218,2525,7.833996342
CM100,24,T24,R4,3137,4304,5174,8.551401363
CM100,24,T24,R5,2523,2707,212,5.356586275
CM100,24,T24,R2,2973,2438,816,6.704414355
CM100,24,T24,R4,2821,2791,3802,8.243282523
CM100,24,T24,R4,2301,2945,3891,8.266421473
CM100,24,T24,R2,2090,2725,540,6.29156914
CM100,24,T24,R4,2007,2452,2230,7.709756864
CM100,24,T24,R4,2815,3355,4070,8.311398278
CM100,24,T24,R2,2634,2651,768,6.643789733
CM100,24,T24,R4,2965,3347,4073,8.312135108
CM100,24,T24,R5,2507,2165,67.4,4.210645018
CM100,24,T24,R4,1570,2040,1411,7.252053952
CM100,24,T24,R4,2119,1926,3116,8.044305407
CM100,24,T24,R5,2048,1751,53.9,3.987130478
CM100,24,T24,R4,2526,2369,2370,7.770645234
CM100,24,T24,R5,2014,1787,187,5.231108617
CM100,24,T24,R4,2173,2194,1384,7.232733136
CM100,24,T24,R5,2195,2991,260,5.560681631
CM100,24,T24,R4,2438,3058,3794,8.24117615
CM100,24,T24,R4,1602,1864,3192,8.068402959
CM100,24,T24,R5,2607,3386,85.8,4.452019006
CM100,24,T24,R5,2344,2632,365,5.899897354
CM100,24,T24,R5,2524,2645,54.2,3.992680908
CM100,24,T24,R4,2219,2695,2168,7.681560363
CM100,24,T24,R5,2139,2332,55.8,4.021773869
CM100,24,T24,R5,1611,2198,76.3,4.334672938
CM100,24,T24,R4,1590,2556,2728,7.911324019
CM100,24,T24,R5,2998,2876,387,5.958424693
CM100,24,T24,R4,2560,2578,1847,7.52131798
CM100,24,T24,R2,1536,1547,658,6.489204931
CM100,24,T24,R5,2222,2482,68.4,4.225372825
CM100,24,T24,R4,2323,2414,4032,8.30201781
CM100,24,T24,R4,3090,3508,4835,8.483636408
CM100,24,T24,R4,2370,2858,2759,7.922623574
CM100,24,T24,R2,2909,3149,645,6.469250317
CM100,24,T24,R2,2054,1974,940,6.845879875
CM100,24,T24,R4,2261,2213,2270,7.72753511
CM100,24,T24,R5,1990,2153,171,5.141663557
CM100,24,T24,R5,2086,2508,65.9,4.188138442
CM100,24,T24,R2,2324,3222,908,6.811244379
CM100,24,T24,R4,1889,3065,1290,7.162397497
CM100,24,T24,R2,2254,1961,881,6.781057626
CM100,24,T24,R4,2314,3050,3348,8.116118432
CM100,24,T24,R4,1934,2112,2010,7.605890001
CM100,24,T24,R5,2648,3451,466,6.144185634
CM100,24,T24,R4,2674,3046,4486,8.408716715
CM100,24,T24,R5,2685,2908,135,4.905274778
CM100,24,T24,R5,2606,2705,61.5,4.119037175
CM100,24,T24,R4,2732,2620,1348,7.206377291
CM100,24,T24,R4,2514,2838,4123,8.324336333
CM100,24,T24,R4,2650,3849,4583,8.430109085
CM100,24,T24,R5,2221,2168,146,4.983606622
CM100,24,T24,R4,2572,2953,3970,8.286521374
CM100,24,T24,R5,1681,2102,70.7,4.258445573
CM100,24,T24,R4,2344,3104,2951,7.989899375
CM100,24,T24,R2,2524,2947,770,6.646390515
CM100,24,T24,R4,2197,2943,3112,8.043020885
CM100,24,T24,R4,2607,3309,2055,7.628031127
CM100,24,T24,R2,2571,1978,930,6.835184586
CM100,24,T24,R4,1654,2823,2950,7.989560449
CM100,24,T24,R4,2596,2191,2724,7.909856667
CM100,24,T24,R4,2609,2595,3143,8.052933037
CM100,24,T24,R4,2354,2112,1547,7.344072851
CM100,24,T24,R4,1606,1408,2629,7.874358825
CM100,24,T24,R4,2170,2438,1743,7.463363046
CM100,24,T24,R4,2574,2619,3479,8.154500175
CM100,24,T24,R4,2737,3027,4323,8.371704885
CM100,24,T24,R4,1764,2325,1274,7.149916836
CM100,24,T24,R3,2146,1775,37.1,3.61361697
CM100,24,T24,R5,2230,2160,51.3,3.937690752
CM100,24,T24,R5,2109,2920,52.1,3.953164949
CM100,24,T24,R4,1875,1914,1392,7.238496841
CM100,24,T24,R4,2358,2066,1435,7.268920128
CM100,24,T24,R3,2343,2151,46.6,3.841600541
CM100,24,T24,R4,2098,1973,2531,7.836369761
CM100,24,T24,R5,2491,2753,470,6.152732695
CM100,24,T24,R5,2547,2649,71.1,4.264087337
CM100,24,T24,R4,2100,1442,3615,8.192847135
CM100,24,T24,R2,2581,2541,1087,6.991176887
CM100,24,T24,R4,2776,3539,4406,8.390722527
CM100,24,T24,R4,2251,3750,2186,7.689828669
CM100,24,T24,R3,2631,1911,44.8,3.802208139
CM100,24,T24,R4,2726,3309,3784,8.23853693
CM100,24,T24,R4,2228,2473,2628,7.87397838
CM100,24,T24,R4,3024,2720,5140,8.544808358
CM100,24,T24,R4,2469,2604,4065,8.310169022
CM100,24,T24,R2,2399,1901,690,6.536691598
CM100,24,T24,R4,2343,2490,3330,8.110727583
CM100,24,T24,R2,2611,2559,665,6.499787041
CM100,24,T24,R4,2596,2260,2103,7.651120176
CM100,24,T24,R5,2180,3010,376,5.929589143
CM100,24,T24,R5,2315,2355,80.5,4.388257184
CM100,24,T24,R4,2083,2893,2610,7.8671055
CM100,24,T24,R4,2239,2180,2978,7.999007213
CM100,24,T24,R5,2603,2883,92.6,4.528289142
CM100,24,T24,R4,2195,2288,3983,8.289790583
CM100,24,T24,R4,2162,2314,2912,7.976595409
CM100,24,T24,R4,1982,2256,2241,7.714677474
CM100,24,T24,R5,2614,3169,310,5.736572297
CM100,24,T24,R4,2432,3157,1476,7.297091005
CM100,24,T24,R5,2364,2245,58.9,4.075841091
CM100,24,T24,R5,2453,2854,114,4.736198448
CM100,24,T24,R2,2511,2548,982,6.889591308
CM100,24,T24,R3,2564,2504,49.5,3.90197267
CM100,24,T24,R5,2479,2585,522,6.257667588
CM100,24,T24,R5,2275,2694,298,5.697093487
CM100,24,T24,R4,2467,2667,2791,7.934155234
CM100,24,T24,R5,2654,2593,409,6.013715156
CM100,24,T24,R4,2133,2204,2315,7.747164967
CM100,24,T24,R4,1752,1691,2586,7.857867559
CM100,24,T24,R4,2499,2472,1738,7.460490306
CM100,24,T24,R4,3116,3335,1725,7.452982329
CM100,24,T24,R4,2679,2667,2449,7.803435057
CM100,24,T24,R5,2166,2347,56.2,4.028916757
CM100,24,T24,R4,2832,2563,4225,8.34877454
CM100,24,T24,R4,2323,2441,3355,8.118207049
CM100,24,T24,R2,1964,2557,578,6.359573869
CM100,24,T24,R2,2410,1917,1102,7.00488199
CM100,24,T24,R2,1536,1293,649,6.475432717
CM100,24,T24,R4,2287,2018,3001,8.006700845
CM100,24,T24,R3,2652,2558,53.6,3.981549068
CM100,24,T24,R5,2845,2614,376,5.929589143
CM100,24,T24,R4,2563,2722,4434,8.39705739
CM100,24,T24,R4,2183,2867,2497,7.82284529
CM100,24,T24,R4,2099,2395,2759,7.922623574
CM100,24,T24,R5,1735,2236,61.6,4.120661871
CM100,24,T24,R4,2781,2203,5079,8.532869671
CM100,24,T24,R5,2532,2851,65,4.17438727
CM100,24,T24,R4,2794,2724,2653,7.883446354
CM100,24,T24,R4,1876,1479,3043,8.02059915
CM100,24,T24,R4,2392,2959,2950,7.989560449
CM100,24,T24,R2,2357,1972,712,6.568077911
CM100,24,T24,R5,2181,1851,119,4.779123493
CM100,24,T24,R5,2156,1909,286,5.655991811
CM100,24,T24,R4,2325,1949,2953,7.990576882
CM100,24,T24,R4,2141,2122,2240,7.714231145
CM100,24,T24,R5,1599,2168,114,4.736198448
CM100,24,T24,R2,2915,2895,667,6.502790046
CM100,24,T24,R5,2017,1871,62.3,4.131961426
CM100,24,T24,R5,2463,3245,285,5.65248918
CM100,24,T24,R2,2825,3038,986,6.893656355
CM100,24,T24,R5,1697,2075,47.2,3.854393893
CM100,24,T24,R4,2440,2308,3087,8.034955025
CM100,24,T24,R4,1893,1614,2800,7.937374696
CM100,24,T24,R4,2240,2144,2938,7.985484357
CM100,24,T24,R5,2140,2188,237,5.468060141
CM100,24,T24,R4,2207,1816,3622,8.194781638
CM100,24,T24,R2,1560,1998,37,3.610917913
CM100,24,T24,R4,2383,2945,3906,8.270269111
CM100,24,T24,R2,2022,1791,751,6.621405652
CM100,24,T24,R4,1577,1467,2760,7.922985959
CM100,24,T24,R5,2130,2499,93.4,4.536891345
CM100,24,T24,R4,2678,2537,1513,7.321849714
CM100,24,T24,R4,2613,2210,4744,8.464635941
CM100,24,T24,R4,2311,3184,2318,7.748460024
CM100,24,T24,R4,1804,2235,2311,7.74543561
CM100,24,T24,R5,2438,2352,55.2,4.010962953
CM100,24,T24,R5,2172,2744,53.7,3.983413002
CM100,24,T24,R2,2100,2656,621,6.431331082
CM100,24,T24,R5,3012,3126,87.2,4.468204331
CM100,24,T24,R5,2377,1889,61.7,4.122283931
CM100,24,T24,R4,2581,3081,4568,8.426830751
CM100,24,T24,R4,2640,3288,2562,7.848543482
CM100,24,T24,R2,1906,1871,918,6.822197391
CM100,24,T24,R2,2216,1997,532,6.276643489
CM100,24,T24,R5,2465,2413,442,6.091309882
CM100,24,T24,R5,1920,2014,121,4.795790546
CM100,24,T24,R5,2070,2434,68.2,4.222444565
CM100,24,T24,R2,3032,3703,724,6.584791392
CM100,24,T24,R4,2302,2012,3555,8.176110342
CM100,24,T24,R4,2308,3327,3087,8.034955025
CM100,24,T24,R5,1815,2403,43,3.761200116
CM100,24,T24,R2,1908,1874,695,6.543911846
CM100,24,T24,R4,2528,3244,3772,8.235360644
CM100,24,T24,R2,1886,1891,914,6.817830571
CM100,24,T24,R2,2576,2812,812,6.69950034
CM100,24,T24,R4,1973,2437,3564,8.178638789
CM100,24,T24,R3,1969,1901,25.7,3.246490992
CM100,24,T24,R2,2548,1951,892,6.793466133
CM100,24,T24,R4,2313,3390,3301,8.101980732
CM100,24,T24,R5,2301,2791,71,4.262679877
CM100,24,T24,R5,1875,2466,444,6.095824562
CM100,24,T24,R4,2369,1643,3132,8.049427057
CM100,24,T24,R5,2865,2815,151,5.017279837
CM100,24,T24,R4,1728,2284,2197,7.694848072
CM100,24,T24,R5,2398,2499,382,5.945420609
CM100,24,T24,R4,2372,2481,3607,8.190631681
CM100,24,T24,R4,1704,2535,3164,8.059592329
CM100,24,T24,R4,2301,2521,3539,8.17159948
CM100,24,T24,R5,2287,1762,504,6.222576268
CM100,24,T24,R5,2318,2576,71.7,4.272490748
CM100,24,T24,R5,2691,3183,90,4.49980967
CM100,24,T24,R5,3384,2921,91.1,4.511957804
CM100,24,T24,R4,1849,2517,2094,7.646831391
CM100,24,T24,R5,2566,3038,67.8,4.216562195
CM100,24,T24,R4,2129,3143,3666,8.206856428
CM100,24,T24,R2,2201,2276,642,6.464588304
CM100,24,T24,R5,2278,2194,296,5.690359454
CM100,24,T24,R4,2598,2840,3417,8.136518252
CM100,24,T24,R4,1895,2264,3266,8.091321274
CM100,24,T24,R4,2473,1769,1660,7.414572881
CM100,24,T24,R4,1993,1972,3264,8.090708716
CM100,24,T24,R2,2363,1882,806,6.692083743
CM100,24,T24,R2,2343,1920,579,6.361302478
CM100,24,T24,R4,2523,2209,4025,8.30028019
CM100,24,T24,R4,2585,1946,4036,8.303009381
CM100,24,T24,R2,3046,2730,1116,7.017506143
CM100,24,T24,R2,2588,2027,971,6.878326468
CM100,24,T24,R2,2088,1867,1089,6.993015123
CM100,24,T24,R4,2085,2064,2734,7.913521017
CM100,24,T24,R2,2172,2562,775,6.652863029
CM100,24,T24,R5,1616,2194,221,5.398162702
CM100,24,T24,R2,2011,2210,517,6.248042875
CM100,24,T24,R3,2576,2458,42.2,3.742420221
CM100,24,T24,R2,1916,1981,766,6.64118217
CM100,24,T24,R5,2140,2037,53.1,3.972176928
CM100,24,T24,R5,2270,2352,334,5.811140993
CM100,24,T24,R4,2456,2476,3907,8.270525095
CM100,24,T24,R4,2510,2738,3117,8.04462628
CM100,24,T24,R5,1820,1397,69.1,4.235554731
CM100,24,T24,R4,2605,2995,3847,8.255048903
CM100,24,T24,R4,2056,2082,1959,7.580189418
CM100,24,T24,R5,2408,2946,117,4.762173935
CM100,24,T24,R5,2044,2003,67.9,4.218036035
CM100,24,T24,R4,2397,2290,4518,8.415824697
CM100,24,T24,R5,2113,2310,117,4.762173935
CM100,24,T24,R5,2677,2133,58.1,4.062165664
CM100,24,T24,R4,2471,2400,2846,7.953669779
CM100,24,T24,R4,2784,2490,4601,8.43402895
CM100,24,T24,R5,1733,2279,237,5.468060141
CM100,24,T24,R4,1932,3168,3610,8.191463051
CM100,24,T24,R4,2315,2415,3550,8.174702882
CM100,24,T24,R2,3339,3269,784,6.66440902
CM100,24,T24,R2,2836,3177,628,6.442540166
CM100,24,T24,R4,2345,2224,2182,7.687997166
CM100,24,T24,R4,2391,2320,3901,8.26898821
CM100,24,T24,R5,2583,2040,134,4.8978398
CM100,24,T24,R4,2321,2547,4429,8.395929104
CM100,24,T24,R5,1734,2488,83.6,4.42604352
CM100,24,T24,R4,2393,2022,2430,7.795646536
CM100,24,T24,R4,2337,2602,3091,8.036249942
CM100,24,T24,R5,2119,2892,125,4.828313737
CM100,24,T24,R4,2367,2448,2812,7.941651253
CM100,24,T24,R4,1943,2744,1171,7.065613364
CM100,24,T24,R4,2284,3333,3879,8.263332667
CM100,24,T24,R5,2650,3467,90.8,4.508659286
CM100,24,T24,R5,2514,2547,393,5.973809612
CM100,24,T24,R4,1993,2068,2613,7.868254266
CM100,24,T24,R3,2506,1653,40.3,3.696351469
CM100,24,T24,R4,1939,2209,1155,7.051855623
CM100,24,T24,R5,2312,2576,69.5,4.241326753
CM100,24,T24,R3,1889,1701,41.4,3.723280881
CM100,24,T24,R4,1624,2276,2954,7.990915463
CM100,24,T24,R4,1995,2596,1346,7.20489251
CM100,24,T24,R4,2155,2482,3318,8.107117471
CM100,24,T24,R4,2369,3287,3047,8.021912779
CM100,24,T24,R5,2364,2041,125,4.828313737
CM100,24,T24,R4,2100,1779,3597,8.187855444
CM100,24,T24,R4,2133,2403,3514,8.164510269
CM100,24,T24,R5,2693,2140,143,4.96284463
CM100,24,T24,R5,1947,1548,125,4.828313737
CM100,24,T24,R4,2271,2369,3664,8.206310726
CM100,24,T24,R5,3181,3799,203,5.313205979
CM100,24,T24,R2,3233,3778,714,6.570882962
CM100,24,T24,R4,1790,2051,1532,7.33432935
CM100,24,T24,R4,2720,2059,3034,8.01763716
CM100,24,T24,R5,1637,2274,63.9,4.157319361
CM100,24,T24,R4,1800,2430,2235,7.711996507
CM100,24,T24,R4,2234,2115,3577,8.182279739
CM100,24,T24,R4,2227,2733,3237,8.082402254
CM100,24,T24,R5,2199,2911,66.6,4.198704578
CM100,24,T24,R3,2078,1806,39.6,3.678829118
CM100,24,T24,R2,2159,2103,600,6.396929655
CM100,24,T24,R4,2125,1651,1250,7.13089883
CM100,24,T24,R4,2079,2473,3653,8.203304027
CM100,24,T24,R4,1794,2280,1990,7.595889918
CM100,24,T24,R4,2076,2506,1299,7.169350017
CM100,24,T24,R2,2747,4076,659,6.490723535
CM100,24,T24,R4,1744,1892,3028,8.015657615
CM100,24,T24,R4,2319,1831,1648,7.40731771
CM100,24,T24,R2,2061,2508,481,6.17586727
CM100,24,T24,R5,2494,2384,72.9,4.289088639
CM100,24,T24,R4,2392,2607,1947,7.574045005
CM100,24,T24,R5,1944,2308,61.6,4.120661871
CM100,24,T24,R4,1911,1930,2010,7.605890001
CM100,24,T24,R2,1853,2344,838,6.7310181
CM100,24,T24,R4,2676,2796,4340,8.375629627
CM100,24,T24,R5,2457,2464,60.4,4.100989105
CM100,24,T24,R4,2934,4207,1651,7.409136444
CM100,24,T24,R4,1823,2082,2059,7.629975707
CM100,24,T24,R4,2028,2192,3849,8.255568653
CM100,24,T24,R2,1917,1615,600,6.396929655
CM100,24,T24,R4,2444,2895,3452,8.146709052
CM100,24,T24,R4,2337,2517,2772,7.92732436
CM100,24,T24,R4,2606,2778,4492,8.410053316
CM100,24,T24,R4,2471,2706,2857,7.957527402
CM100,24,T24,R4,3228,2801,4638,8.442038518
CM100,24,T24,R5,2460,2928,67.5,4.212127598
CM100,24,T24,R3,1885,1799,39,3.663561646
CM100,24,T24,R5,2005,2518,72.2,4.279440046
CM100,24,T24,R2,1537,1958,47.1,3.852273001
CM100,24,T24,R5,2592,3146,68.3,4.223909767
CM100,24,T24,R3,2424,1739,22.3,3.104586678
CM100,24,T24,R4,1733,1740,1554,7.348587531
CM100,24,T24,R3,2757,2532,53.7,3.983413002
CM100,24,T24,R4,2246,1535,3565,8.178919333
CM100,24,T24,R4,2563,3474,3536,8.170751424
CM100,24,T24,R4,2186,1987,3834,8.251663924
CM100,24,T24,R4,2441,2876,2114,7.656337166
CM100,24,T24,R5,1943,2099,48.3,3.877431561
CM100,24,T24,R4,2067,2117,1473,7.295056416
CM100,24,T24,R5,2671,2962,567,6.340359304
CM100,24,T24,R4,1763,2229,3043,8.02059915
CM100,24,T24,R5,2781,2142,212,5.356586275
CM100,24,T24,R5,2366,2717,343,5.837730447
CM100,24,T24,R2,2306,2895,751,6.621405652
CM100,24,T24,R2,2424,2827,1002,6.909753282
CM100,24,T24,R3,2105,1959,38.9,3.660994251
CM100,24,T24,R5,1853,2112,446,6.100318952
CM100,24,T24,R4,2700,3435,3050,8.02289687
CM100,24,T24,R5,2551,2689,60,4.094344562
CM100,24,T24,R4,2213,2014,1957,7.579167967
CM100,24,T24,R5,2279,2363,357,5.877735782
CM100,24,T24,R4,2821,1886,3004,8.007700013
CM100,24,T24,R4,2269,2667,2414,7.789040402
CM100,24,T24,R3,2088,2300,44.8,3.802208139
CM100,24,T24,R4,2079,2165,2978,7.999007213
CM100,24,T24,R2,1952,2759,1128,7.028201432
CM100,24,T24,R2,2569,2261,591,6.381816017
CM100,24,T24,R5,2620,2670,63.7,4.154184563
CM100,24,T24,R2,1929,1824,518,6.249975242
CM100,24,T24,R5,2757,2489,67,4.204692619
CM100,24,T24,R2,3403,2708,4148,8.330381569
CM100,24,T24,R4,2790,2777,2771,7.926963545
CM100,24,T24,R5,2692,2942,94.8,4.551769409
CM100,24,T24,R4,2655,3225,2604,7.864804003
CM100,24,T24,R5,2392,2443,56.4,4.032469159
CM100,24,T24,R3,2717,2242,43.6,3.77505715
CM100,24,T24,R4,2253,1625,3448,8.145549632
CM100,24,T24,R4,2005,2415,1566,7.356279877
CM100,24,T24,R4,2576,2667,2190,7.691656823
CM100,24,T24,R5,2659,2899,400,5.991464547
CM100,24,T24,R4,1649,1603,1663,7.416378479
CM100,24,T24,R4,2535,2905,4533,8.419139251
CM100,24,T24,R5,2847,2859,84.5,4.436751534
CM100,24,T24,R2,1935,3005,704,6.556778356
CM100,24,T24,R4,2460,3402,3233,8.081165778
CM100,24,T24,R4,2218,1681,1211,7.099201744
CM100,24,T24,R4,1899,2103,3329,8.110427238
CM100,24,T24,R4,2769,2667,2570,7.851661178
CM100,24,T24,R4,2253,1802,3387,8.127699853
CM100,24,T24,R4,2378,1844,2208,7.699842407
CM100,24,T24,R4,1698,2214,1590,7.371489295
CM100,24,T24,R5,2424,3295,96.3,4.567468319
CM100,24,T24,R2,1534,1949,66.6,4.198704578
CM100,24,T24,R4,2045,2415,1230,7.114769448
CM100,24,T24,R5,2097,1952,105,4.65396035
CM100,24,T24,R2,2544,2094,654,6.483107351
CM100,24,T24,R5,2472,2557,180,5.192956851
CM100,24,T24,R4,1610,2547,1209,7.097548851
CM100,24,T24,R5,2467,3004,544,6.298949247
CM100,24,T24,R5,2247,2249,92.9,4.531523646
CM100,24,T24,R4,2573,2800,3095,8.037543185
CM100,24,T24,R4,2626,1873,2352,7.763021309
CM100,24,T24,R4,1536,2120,2567,7.850493181
CM100,24,T24,R4,2282,1756,2699,7.900636613
CM100,24,T24,R5,2472,2898,359,5.883322388
CM100,24,T24,R4,2641,2738,3678,8.210124405
CM100,24,T24,R2,1591,2364,69.7,4.244200318
CM100,24,T24,R4,1819,2328,2842,7.952263309
CM100,24,T24,R4,2219,1467,1915,7.557472902
CM100,24,T24,R4,2092,2310,2818,7.943782692
CM100,24,T24,R4,1816,2630,1940,7.570443252
CM100,24,T24,R4,2463,2729,2308,7.744136628
CM100,24,T24,R4,3055,2295,4834,8.483429561
CM100,24,T24,R4,2203,2493,3311,8.105005538
CM100,24,T24,R4,2347,2974,1711,7.444833274
CM100,24,T24,R2,2473,2925,776,6.65415252
CM100,24,T24,R2,1878,2432,643,6.466144724
CM100,24,T24,R4,1656,1855,1962,7.58171964
CM100,24,T24,R2,2039,1700,781,6.66057515
CM100,24,T24,R5,2137,2364,227,5.424950017
CM100,24,T24,R3,2498,2098,39.7,3.681351188
CM100,24,T24,R3,2106,2435,43.7,3.777348102
CM100,24,T24,R5,1560,1753,201,5.303304908
CM100,24,T24,R3,1984,1475,21.8,3.08190997
CM100,24,T24,R3,2782,1949,42.1,3.740047741
CM100,24,T24,R5,2224,2443,60.9,4.109233175
CM100,24,T24,R4,2144,2394,3245,8.084870629
CM100,24,T24,R4,2150,1840,1775,7.481555702
CM100,24,T24,R4,1660,2381,2379,7.77443551
CM100,24,T24,R4,2208,1635,3390,8.1285852
CM100,24,T24,R4,2656,2608,3348,8.116118432
CM100,24,T24,R4,2133,2740,3509,8.163086376
CM100,24,T24,R4,2202,2596,2304,7.742402022
CM100,24,T24,R2,2177,2286,855,6.751101469
CM100,24,T24,R2,1918,2498,493,6.200509174
CM100,24,T24,R5,1728,2052,81.4,4.399375273
CM100,24,T24,R2,2562,3249,949,6.855408799
CM100,24,T24,R5,2199,2390,120,4.787491743
CM100,24,T24,R5,2277,2427,337,5.82008293
CM100,24,T24,R4,2316,2019,2605,7.865187954
CM100,24,T24,R4,2407,2015,3801,8.243019469
CM100,24,T24,R4,2114,2004,2036,7.618742378
CM100,24,T24,R5,1833,2281,212,5.356586275
CM100,24,T24,R5,2411,2378,57.2,4.046553898
CM100,24,T24,R5,2435,2339,142,4.955827058
CM100,24,T24,R4,1563,2265,1940,7.570443252
CM100,24,T24,R4,2131,2245,3200,8.070906089
CM100,24,T24,R2,1585,1904,73.8,4.301358732
CM100,24,T24,R4,2523,2167,1251,7.13169851
CM100,24,T24,R5,1917,2484,120,4.787491743
CM100,24,T24,R5,2438,2393,61.9,4.12552018
CM100,24,T24,R4,1792,2455,2936,7.98480339
CM100,24,T24,R4,1818,2377,2456,7.806289289
CM100,24,T24,R3,2215,2459,39.4,3.673765816
CM100,24,T24,R5,2486,2347,51.9,3.94931879
CM100,24,T24,R4,2792,1852,4338,8.375168691
CM100,24,T24,R4,2267,3046,2721,7.908754739
CM100,24,T24,R5,2630,2325,453,6.115892125
CM100,24,T24,R3,2406,2135,49.9,3.910021003
CM100,24,T24,R4,2771,2674,1841,7.518064181
CM100,24,T24,R3,2474,2072,32.9,3.493472658
CM100,24,T24,R4,2617,2038,3024,8.014335737
CM100,24,T24,R4,2556,3100,3538,8.171316875
CM100,24,T24,R4,1922,1912,3601,8.188966864
CM100,24,T24,R5,2436,2014,224,5.411646052
CM100,24,T24,R5,2141,2334,398,5.986452005
CM100,24,T24,R4,2317,3016,3903,8.269500767
CM100,24,T24,R5,2506,2279,199,5.293304825
CM100,24,T24,R4,2297,2113,3326,8.10952566
CM100,24,T24,R5,2375,2413,507,6.228511004
CM100,24,T24,R2,3187,2184,876,6.775366091
CM100,24,T24,R5,2472,2583,322,5.774551546
CM100,24,T24,R3,2669,1933,51,3.931825633
CM100,24,T24,R4,1808,1441,2752,7.920083199
CM100,24,T24,R2,1938,1828,533,6.278521424
CM100,24,T24,R5,2189,2473,77.9,4.355425953
CM100,24,T24,R5,2223,1658,268,5.590986981
CM100,24,T24,R2,1585,2220,834,6.726233402
CM100,24,T24,R5,2431,2987,94.1,4.544358047
CM100,24,T24,R4,2609,2671,2478,7.815207062
CM100,24,T24,R4,2958,2447,4978,8.512783483
CM100,24,T24,R5,1751,1615,73.1,4.291828367
CM100,24,T24,R4,2886,2558,4513,8.4147174
CM100,24,T24,R5,2149,2324,143,4.96284463
CM100,24,T24,R5,1630,2168,80.7,4.390738575
CM100,24,T24,R2,1629,2099,808,6.694562059
CM100,24,T24,R5,2181,2414,59.7,4.08933202
CM100,24,T24,R5,2291,1992,76.4,4.335982696
CM100,24,T24,R4,2490,2218,3936,8.277920258
CM100,24,T24,R2,2192,1686,704,6.556778356
CM100,24,T24,R4,2740,3084,4755,8.466951975
CM100,24,T24,R4,2059,2233,3365,8.121183242
CM100,24,T24,R5,1970,2241,62.1,4.128745989
CM100,24,T24,R4,1774,1865,2252,7.719573989
CM100,24,T24,R5,1897,2369,54.9,4.005513349
CM100,24,T24,R5,2789,2836,151,5.017279837
CM100,24,T24,R4,1886,1420,2630,7.874739125
CM100,24,T24,R3,2093,1514,32.7,3.487375078
CM100,24,T24,R5,2483,2287,55.2,4.010962953
CM100,24,T24,R4,2249,2804,1382,7.231287004
CM100,24,T24,R4,2691,3629,2713,7.905810313
CM100,24,T24,R5,2714,2327,83.5,4.424846632
CM100,24,T24,R4,2863,3396,1839,7.516977225
CM100,24,T24,R4,2568,2200,2570,7.851661178
CM100,24,T24,R4,2322,2559,3667,8.207129168
CM100,24,T24,R4,2290,1813,1735,7.458762692
CM100,24,T24,R5,2779,2048,221,5.398162702
CM100,24,T24,R5,1770,2175,60.5,4.102643365
CM100,24,T24,R5,2073,2626,52.4,3.958906591
CM100,24,T24,R4,2493,1754,4292,8.364508104
CM100,24,T24,R4,2421,3040,4225,8.34877454
CM100,24,T24,R5,2409,1774,106,4.663439094
CM100,24,T24,R4,2415,2502,2586,7.857867559
CM100,24,T24,R4,3033,2804,4371,8.382747095
CM100,24,T24,R4,2375,2408,1613,7.385851078
CM100,24,T24,R4,2581,3452,1619,7.389563954
CM100,24,T24,R4,2431,2295,3486,8.156510226
CM100,24,T24,R4,1859,1475,2089,7.644440762
CM100,24,T24,R2,2852,2664,683,6.52649486
CM100,24,T24,R4,2526,2858,3418,8.136810864
CM100,24,T24,R4,2499,2519,3944,8.279950716
CM100,24,T24,R4,1988,1821,2246,7.716906135
CM100,24,T24,R4,1688,2504,2518,7.831220215
CM100,24,T24,R5,2381,1986,255,5.541263545
CM100,24,T24,R4,2797,2241,3057,8.025189322
CM100,24,T24,R4,1908,2429,2556,7.846198815
CM100,24,T24,R3,1977,1745,30.4,3.414442608
CM100,24,T24,R4,1756,1880,2492,7.82084088
CM100,24,T24,R4,2331,2914,3844,8.25426877
CM100,24,T24,R3,2560,1988,47.2,3.854393893
